model,projection,sequence,cp,m,n,k,p50_ms,p95_ms,pflops_per_gpu,algorithm,run_id
kimi_k3,mla_q_b,131072,8,16384,18432,1536,0.6743199825286865,0.6905887991189956,1.3757755367964848,66,20260908-111451-443957
kimi_k3,mla_q_b,262144,4,65536,18432,1536,2.5672320127487183,2.5990848541259766,1.445468008078793,66,20260908-111451-443957
kimi_k3,mla_q_b,262144,8,32768,18432,1536,1.3874399662017822,1.3948607921600342,1.3373017334590434,66,20260908-111451-443957
kimi_k3,mla_q_b,524288,4,131072,18432,1536,5.206815958023071,5.285895919799804,1.4253823348705184,66,20260908-111451-443957
kimi_k3,mla_q_b,524288,8,65536,18432,1536,2.5672320127487183,2.5990848541259766,1.445468008078793,66,20260908-111451-443957
kimi_k3,mla_kv_b,65536,4,16384,24576,512,0.36633598804473877,0.37203519344329833,1.1255155755149173,66,20260908-111451-443957
kimi_k3,mla_kv_b,65536,8,8192,24576,512,0.1834079995751381,0.186064001172781,1.1240427390602534,66,20260908-111451-443957
kimi_k3,mla_kv_b,131072,4,32768,24576,512,0.7111360132694244,0.7251759886741638,1.1596005622620258,66,20260908-111451-443957
kimi_k3,mla_kv_b,131072,8,16384,24576,512,0.36633598804473877,0.37203519344329833,1.1255155755149173,66,20260908-111451-443957
kimi_k3,mla_kv_b,262144,4,65536,24576,512,1.369696021080017,1.3770176470279694,1.2041120192227313,66,20260908-111451-443957
kimi_k3,mla_kv_b,262144,8,32768,24576,512,0.7111360132694244,0.7251759886741638,1.1596005622620258,66,20260908-111451-443957
kimi_k3,mla_kv_b,524288,4,131072,24576,512,2.7254559993743896,2.7474512100219726,1.2102689913486613,66,20260908-111451-443957
kimi_k3,mla_kv_b,524288,8,65536,24576,512,1.369696021080017,1.3770176470279694,1.2041120192227313,66,20260908-111451-443957
kimi_k3,mla_o,65536,4,16384,7168,12288,1.998687982559204,2.011363160610199,1.4440563249979446,66,20260908-135227-2a9f00
kimi_k3,mla_o,65536,8,8192,7168,12288,1.0601280331611633,1.0715903878211974,1.361259174661043,66,20260908-135227-2a9f00
kimi_k3,mla_o,131072,4,32768,7168,12288,3.875663995742798,3.913755178451538,1.4894056998141998,66,20260908-135227-2a9f00
kimi_k3,mla_o,131072,8,16384,7168,12288,1.998687982559204,2.011363160610199,1.4440563249979446,66,20260908-135227-2a9f00
kimi_k3,mla_o,262144,4,65536,7168,12288,7.764304161071777,7.791431879997253,1.486916515910211,66,20260908-135227-2a9f00
kimi_k3,mla_o,262144,8,32768,7168,12288,3.875663995742798,3.913755178451538,1.4894056998141998,66,20260908-135227-2a9f00
kimi_k3,mla_o,524288,4,131072,7168,12288,15.646719932556152,15.746776390075684,1.4756923037430443,66,20260908-135227-2a9f00
kimi_k3,mla_o,524288,8,65536,7168,12288,7.764304161071777,7.791431879997253,1.486916515910211,66,20260908-135227-2a9f00
kimi_linear_48b,kda_input_packed,65536,4,16384,12576,2304,0.6584480106830597,0.6869999885559082,1.4419607812119513,66,20260908-140154-d4d2b3
kimi_linear_48b,kda_input_packed,65536,8,8192,12576,2304,0.3444480001926422,0.34770079106092455,1.3782286547475815,66,20260908-140154-d4d2b3
kimi_linear_48b,kda_input_packed,131072,4,32768,12576,2304,1.3157920241355896,1.326118391752243,1.4431706386056655,66,20260908-140154-d4d2b3
kimi_linear_48b,kda_input_packed,131072,8,16384,12576,2304,0.6584480106830597,0.6869999885559082,1.4419607812119513,66,20260908-140154-d4d2b3
kimi_linear_48b,kda_input_packed,262144,4,65536,12576,2304,2.6267518997192383,2.645593547821045,1.4458254819931537,66,20260908-140154-d4d2b3
kimi_linear_48b,kda_input_packed,262144,8,32768,12576,2304,1.3157920241355896,1.326118391752243,1.4431706386056655,66,20260908-140154-d4d2b3
kimi_linear_48b,kda_input_packed,524288,4,131072,12576,2304,5.301584005355835,5.326963138580322,1.4327132523605444,66,20260908-140154-d4d2b3
kimi_linear_48b,kda_input_packed,524288,8,65536,12576,2304,2.6267518997192383,2.645593547821045,1.4458254819931537,66,20260908-140154-d4d2b3
kimi_linear_48b,mla_input_packed,65536,4,16384,6720,2304,0.3776959925889969,0.3886688083410263,1.3432575981606536,66,20260908-140154-d4d2b3
kimi_linear_48b,mla_input_packed,65536,8,8192,6720,2304,0.19888000190258026,0.20417920500040054,1.2755003192541143,66,20260908-140154-d4d2b3
kimi_linear_48b,mla_input_packed,131072,4,32768,6720,2304,0.723471999168396,0.7301679968833923,1.4025228686754203,66,20260908-140154-d4d2b3
kimi_linear_48b,mla_input_packed,131072,8,16384,6720,2304,0.3776959925889969,0.3886688083410263,1.3432575981606536,66,20260908-140154-d4d2b3
kimi_linear_48b,mla_input_packed,262144,4,65536,6720,2304,1.4478079676628113,1.4637343764305115,1.4016859229169767,66,20260908-140154-d4d2b3
kimi_linear_48b,mla_input_packed,262144,8,32768,6720,2304,0.723471999168396,0.7301679968833923,1.4025228686754203,66,20260908-140154-d4d2b3
kimi_linear_48b,mla_input_packed,524288,4,131072,6720,2304,2.8761279582977295,2.90588321685791,1.4111834221458686,66,20260908-140154-d4d2b3
kimi_linear_48b,mla_input_packed,524288,8,65536,6720,2304,1.4478079676628113,1.4637343764305115,1.4016859229169767,66,20260908-140154-d4d2b3
kimi_linear_48b,kda_f_b,65536,4,16384,4096,128,0.033583998680114746,0.03474080003798008,0.5115492454498066,66,20260908-111451-443957
kimi_linear_48b,kda_f_b,65536,8,8192,4096,128,0.019471999257802963,0.020195200014859437,0.4411429190332255,66,20260908-111451-443957
kimi_linear_48b,kda_f_b,131072,4,32768,4096,128,0.060816001147031784,0.0626240000128746,0.5649785865553737,66,20260908-111451-443957
kimi_linear_48b,kda_f_b,131072,8,16384,4096,128,0.033583998680114746,0.03474080003798008,0.5115492454498066,66,20260908-111451-443957
kimi_linear_48b,kda_f_b,262144,4,65536,4096,128,0.11523199826478958,0.11643359996378422,0.5963575896522312,66,20260908-111451-443957
kimi_linear_48b,kda_f_b,262144,8,32768,4096,128,0.060816001147031784,0.0626240000128746,0.5649785865553737,66,20260908-111451-443957
kimi_linear_48b,kda_f_b,524288,4,131072,4096,128,0.22566399723291397,0.22685759887099266,0.6090424487613126,66,20260908-111451-443957
kimi_linear_48b,kda_f_b,524288,8,65536,4096,128,0.11523199826478958,0.11643359996378422,0.5963575896522312,66,20260908-111451-443957
kimi_linear_48b,kda_g_b,65536,4,16384,4096,128,0.033583998680114746,0.03474080003798008,0.5115492454498066,66,20260908-111451-443957
kimi_linear_48b,kda_g_b,65536,8,8192,4096,128,0.019471999257802963,0.020195200014859437,0.4411429190332255,66,20260908-111451-443957
kimi_linear_48b,kda_g_b,131072,4,32768,4096,128,0.060816001147031784,0.0626240000128746,0.5649785865553737,66,20260908-111451-443957
kimi_linear_48b,kda_g_b,131072,8,16384,4096,128,0.033583998680114746,0.03474080003798008,0.5115492454498066,66,20260908-111451-443957
kimi_linear_48b,kda_g_b,262144,4,65536,4096,128,0.11523199826478958,0.11643359996378422,0.5963575896522312,66,20260908-111451-443957
kimi_linear_48b,kda_g_b,262144,8,32768,4096,128,0.060816001147031784,0.0626240000128746,0.5649785865553737,66,20260908-111451-443957
kimi_linear_48b,kda_g_b,524288,4,131072,4096,128,0.22566399723291397,0.22685759887099266,0.6090424487613126,66,20260908-111451-443957
kimi_linear_48b,kda_g_b,524288,8,65536,4096,128,0.11523199826478958,0.11643359996378422,0.5963575896522312,66,20260908-111451-443957
kimi_linear_48b,kda_o,65536,4,16384,2304,4096,0.2335040047764778,0.236183999478817,1.3243355102539607,66,20260908-135227-2a9f00
kimi_linear_48b,kda_o,65536,8,8192,2304,4096,0.1279039978981018,0.13022879734635354,1.2088662215170263,66,20260908-135227-2a9f00
kimi_linear_48b,kda_o,131072,4,32768,2304,4096,0.4508799910545349,0.46397120505571365,1.3717071125234166,66,20260908-135227-2a9f00
kimi_linear_48b,kda_o,131072,8,16384,2304,4096,0.2335040047764778,0.236183999478817,1.3243355102539607,66,20260908-135227-2a9f00
kimi_linear_48b,kda_o,262144,4,65536,2304,4096,0.8544319868087769,0.8650159865617753,1.447687587010751,66,20260908-135227-2a9f00
kimi_linear_48b,kda_o,262144,8,32768,2304,4096,0.4508799910545349,0.46397120505571365,1.3717071125234166,66,20260908-135227-2a9f00
kimi_linear_48b,kda_o,524288,4,131072,2304,4096,1.723855972290039,1.7397999882698059,1.4350973644332774,66,20260908-135227-2a9f00
kimi_linear_48b,kda_o,524288,8,65536,2304,4096,0.8544319868087769,0.8650159865617753,1.447687587010751,66,20260908-135227-2a9f00
kimi_linear_48b,mla_kv_b,65536,4,16384,8192,512,0.12036800011992455,0.1234384011477232,1.1418230205292719,66,20260908-111451-443957
kimi_linear_48b,mla_kv_b,65536,8,8192,8192,512,0.06667200103402138,0.06833759881556034,1.0307096782791,66,20260908-111451-443957
kimi_linear_48b,mla_kv_b,131072,4,32768,8192,512,0.2279520034790039,0.23045920059084893,1.2058587016074125,66,20260908-111451-443957
kimi_linear_48b,mla_kv_b,131072,8,16384,8192,512,0.12036800011992455,0.1234384011477232,1.1418230205292719,66,20260908-111451-443957
kimi_linear_48b,mla_kv_b,262144,4,65536,8192,512,0.48180800676345825,0.4906479999423027,1.141026728843675,66,20260908-111451-443957
kimi_linear_48b,mla_kv_b,262144,8,32768,8192,512,0.2279520034790039,0.23045920059084893,1.2058587016074125,66,20260908-111451-443957
kimi_linear_48b,mla_kv_b,524288,4,131072,8192,512,0.8842079937458038,0.8973327904939652,1.2434988549674801,66,20260908-111451-443957
kimi_linear_48b,mla_kv_b,524288,8,65536,8192,512,0.48180800676345825,0.4906479999423027,1.141026728843675,66,20260908-111451-443957
kimi_linear_48b,mla_o,65536,4,16384,2304,4096,0.2335040047764778,0.236183999478817,1.3243355102539607,66,20260908-135227-2a9f00
kimi_linear_48b,mla_o,65536,8,8192,2304,4096,0.1279039978981018,0.13022879734635354,1.2088662215170263,66,20260908-135227-2a9f00
kimi_linear_48b,mla_o,131072,4,32768,2304,4096,0.4508799910545349,0.46397120505571365,1.3717071125234166,66,20260908-135227-2a9f00
kimi_linear_48b,mla_o,131072,8,16384,2304,4096,0.2335040047764778,0.236183999478817,1.3243355102539607,66,20260908-135227-2a9f00
kimi_linear_48b,mla_o,262144,4,65536,2304,4096,0.8544319868087769,0.8650159865617753,1.447687587010751,66,20260908-135227-2a9f00
kimi_linear_48b,mla_o,262144,8,32768,2304,4096,0.4508799910545349,0.46397120505571365,1.3717071125234166,66,20260908-135227-2a9f00
kimi_linear_48b,mla_o,524288,4,131072,2304,4096,1.723855972290039,1.7397999882698059,1.4350973644332774,66,20260908-135227-2a9f00
kimi_linear_48b,mla_o,524288,8,65536,2304,4096,0.8544319868087769,0.8650159865617753,1.447687587010751,66,20260908-135227-2a9f00
