operator,models,sequence,cp,m,n,k,h,a,p50_ms,pflops,cublaslt_pflops,cublaslt_retention,before_prefetch_pflops,prefetch_gain_pct,comm_ctas,raster,swizzle,epilogue_n,weight_raster,weight_swizzle,weight_epilogue_n,m_window,n_group,run
oproj_backward,llama31_70b / qwen25_72b,131072,4,32768,,,8192,8192,4.117023944855,2.136517333886382,2.6892130179010723,0.7944767928997798,2.1073170191789794,1.3856631176821788,16,along_n,8,32,along_m,4,32,,,20260914-093030-5831cc
oproj_backward,llama31_70b / qwen25_72b,262144,4,65536,,,8192,8192,8.3683440685275,2.1022302501373527,2.7079933011025297,0.7763055578023228,2.0724464826090387,1.437130839239753,16,along_n,8,32,along_m,4,32,,,20260914-093048-f5aeaa
oproj_backward,llama31_70b / qwen25_72b,524288,4,131072,,,8192,8192,16.658031463625,2.1121566594265175,2.6644895939515445,0.7927059141912822,2.0735663217784372,1.8610611699645396,16,along_n,8,32,along_m,4,32,,,20260914-093111-01edad
oproj_backward,llama31_70b / qwen25_72b,131072,8,16384,,,8192,8192,2.0758000016225,2.1187236283198625,2.603133758433089,0.8139127009728425,2.07042506804817,2.332784751163408,16,along_n,8,32,along_m,4,32,,,20260914-093134-8ad74a
oproj_backward,llama31_70b / qwen25_72b,262144,8,32768,,,8192,8192,4.117728114125001,2.1361519698289095,2.6892130179010723,0.7943409300822788,2.1000239295519605,1.7203632667489144,16,along_n,8,32,along_m,4,32,,,20260914-093157-694ca3
oproj_backward,llama31_70b / qwen25_72b,524288,8,65536,,,8192,8192,8.365136146545,2.1030364283648857,2.7079933011025297,0.7766032609861544,2.068022316913818,1.6931205802131144,16,along_n,8,32,along_m,4,32,,,20260914-093226-80cb31
oproj_backward,bloom_176b,131072,4,32768,,,14336,14336,12.319600105275,2.1865997800511145,2.686384824134951,0.8139562732808494,2.169691168895788,0.7793095809083272,16,along_n,8,32,along_m,8,32,,,20260914-093254-373aa0
oproj_backward,bloom_176b,262144,4,65536,,,14336,14336,24.599015712725,2.1901717690742424,2.625965336796702,0.8340444324927515,2.1774929114798365,0.5822686047592729,16,along_n,8,32,along_m,8,32,,,20260914-093316-c8885e
oproj_backward,bloom_176b,524288,4,131072,,,14336,14336,49.882176399225,2.1601330836022243,2.5942476956392833,0.8326626201627664,2.1483509522597823,0.5484267516929098,16,along_n,8,32,along_m,8,32,,,20260914-093349-ec6297
oproj_backward,bloom_176b,131072,8,16384,,,14336,14336,6.304448008537499,2.1364308853076786,2.686564829267739,0.7952277428905346,2.110027977533778,1.2513060516268881,16,along_n,8,32,along_m,8,32,,,20260914-093437-dc0431
oproj_backward,bloom_176b,262144,8,32768,,,14336,14336,12.312552213675,2.1878514229237647,2.686384824134951,0.8144221941948618,2.1726843301165846,0.6980808301022767,16,along_n,8,32,along_m,8,32,,,20260914-093506-f06cdd
oproj_backward,bloom_176b,524288,8,65536,,,14336,14336,24.57739162445,2.192098762320538,2.625965336796702,0.8347782552966146,2.1669809256382115,1.159116648658487,16,along_n,8,32,along_m,8,32,,,20260914-093539-246ea8
oproj_backward,llama31_405b,131072,4,32768,,,16384,16384,16.01822423935,2.1965213848360845,2.6439943052457777,0.8307587427393882,2.179788819019348,0.7676232518829096,16,along_n,8,32,along_m,8,32,,,20260914-093618-dc9d38
oproj_backward,llama31_405b,262144,4,65536,,,16384,16384,31.913735866575,2.204967305359102,2.618881727581428,0.8419499369280102,2.178305856146265,1.2239534286523357,16,along_n,8,32,along_m,8,32,,,20260914-093644-b56e38
oproj_backward,llama31_405b,524288,4,131072,,,16384,16384,66.068464279175,2.1301764751279215,2.57684019271227,0.826662235846993,2.1102564006492757,0.9439646515237099,16,along_n,8,32,along_m,8,32,,,20260914-093723-c1f796
oproj_backward,llama31_405b,131072,8,16384,,,16384,16384,8.169896125794999,2.153293722899584,2.6839417057468316,0.8022878135873708,2.1322641780667673,0.9862541916303869,16,along_n,8,32,along_m,8,32,,,20260914-093817-1e6fd4
oproj_backward,llama31_405b,262144,8,32768,,,16384,16384,16.021408081049998,2.196084882854199,2.6439943052457777,0.8305936508626699,2.181352086778461,0.6753974365273807,16,along_n,8,32,along_m,8,32,,,20260914-093846-7cebad
oproj_backward,llama31_405b,524288,8,65536,,,16384,16384,31.926976203899997,2.2040528902034953,2.618881727581428,0.8416007744797881,2.1796564962473486,1.1192770052597334,16,along_n,8,32,along_m,8,32,,,20260914-093919-8cb6f3
