aliases,best_separated,best_separated_p50_ms,beyond_native_context,cp,cublaslt_boundary_p50_ms,cublaslt_gemm_p50_ms,cublaslt_nccl_config,cublaslt_plans,cublaslt_route_p50_ms,global_seq,head_dim,k,m,model,n,native_max_context,q_heads,suite,te_boundary_p50_ms,te_gemm_p50_ms,te_nccl_config,te_route_p50_ms
single-digit-B median-like O-proj,cuBLASLt+NCCL,9.84276819229126,False,4,9.84276819229126,6.212159872055054,ch32_chunk256_ll128_graph_normal_pb128_pw8,"[{'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 29, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 1, 'inner_shape': 0, 'cluster_shape': 3, 'workspace_bytes': 4, 'tune_ms': 6.102578163146973, 'waves': 198.78787231445312}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 29, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 1, 'inner_shape': 0, 'cluster_shape': 3, 'workspace_bytes': 4, 'tune_ms': 6.22294807434082, 'waves': 198.78787231445312}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 29, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 1, 'inner_shape': 0, 'cluster_shape': 3, 'workspace_bytes': 4, 'tune_ms': 6.1761555671691895, 'waves': 198.78787231445312}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 29, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 1, 'inner_shape': 0, 'cluster_shape': 3, 'workspace_bytes': 4, 'tune_ms': 6.248058795928955, 'waves': 198.78787231445312}]",4.124128103256226,524288,128,4096,131072,representative_small,4096,,32,artificial,9.929519653320312,6.462111949920654,ch24_chunk256_ll64_graph_normal_pb1024_pw4,4.1233601570129395
single-digit-B median-like O-proj,cuBLASLt+NCCL,5.510655879974365,False,8,5.510655879974365,3.407952070236206,ch32_chunk128_ll128_graph_normal_pb512_pw4,"[{'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 23, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 4, 'inner_shape': 0, 'cluster_shape': 3, 'workspace_bytes': 4, 'tune_ms': 2.8546345233917236, 'waves': 62.06060791015625}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 29, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 1, 'inner_shape': 0, 'cluster_shape': 3, 'workspace_bytes': 4, 'tune_ms': 3.131176471710205, 'waves': 99.39393615722656}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 23, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 4, 'inner_shape': 0, 'cluster_shape': 3, 'workspace_bytes': 4, 'tune_ms': 2.8244638442993164, 'waves': 62.06060791015625}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 29, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 1, 'inner_shape': 0, 'cluster_shape': 3, 'workspace_bytes': 4, 'tune_ms': 3.0653367042541504, 'waves': 99.39393615722656}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 23, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 4, 'inner_shape': 0, 'cluster_shape': 3, 'workspace_bytes': 4, 'tune_ms': 3.0423903465270996, 'waves': 62.06060791015625}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 209, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 4, 'inner_shape': 0, 'cluster_shape': 3, 'workspace_bytes': 4, 'tune_ms': 3.0185940265655518, 'waves': 57.0}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 29, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 1, 'inner_shape': 0, 'cluster_shape': 3, 'workspace_bytes': 4, 'tune_ms': 3.1001546382904053, 'waves': 99.39393615722656}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 23, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 4, 'inner_shape': 0, 'cluster_shape': 3, 'workspace_bytes': 4, 'tune_ms': 3.0106987953186035, 'waves': 62.06060791015625}]",2.478320002555847,524288,128,4096,65536,representative_small,4096,,32,artificial,5.736287832260132,3.2729439735412598,ch32_chunk128_ll128_graph_normal_pb512_pw8,2.4763519763946533
tens-of-B median-like O-proj,TE+NCCL,0.0631519965827465,False,4,0.06543999910354614,0.028960000723600388,ch32_chunk256_ll16_graph_hp_pb128_pw4,"[{'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 28, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 0, 'inner_shape': 0, 'cluster_shape': 7, 'workspace_bytes': 0, 'tune_ms': 0.024614399299025536, 'waves': 0.8181818127632141}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 28, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 0, 'inner_shape': 0, 'cluster_shape': 7, 'workspace_bytes': 0, 'tune_ms': 0.024501333013176918, 'waves': 0.8181818127632141}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 28, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 0, 'inner_shape': 0, 'cluster_shape': 7, 'workspace_bytes': 0, 'tune_ms': 0.024726400151848793, 'waves': 0.8181818127632141}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 28, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 0, 'inner_shape': 0, 'cluster_shape': 7, 'workspace_bytes': 0, 'tune_ms': 0.02455253340303898, 'waves': 0.8181818127632141}]",0.033952001482248306,1024,128,5120,256,representative_medium,5120,,40,artificial,0.0631519965827465,0.028831999748945236,ch32_chunk256_ll16_graph_hp_pb256_pw8,0.03401600010693073
tens-of-B median-like O-proj,TE+NCCL,0.05939200147986412,False,8,0.06147199869155884,0.02574400044977665,ch24_chunk1024_ll64_graph_hp_pb256_pw4,"[{'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 27, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 0, 'inner_shape': 0, 'cluster_shape': 7, 'workspace_bytes': 0, 'tune_ms': 0.018749866634607315, 'waves': 0.8181818127632141}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 27, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 0, 'inner_shape': 0, 'cluster_shape': 7, 'workspace_bytes': 0, 'tune_ms': 0.020502399653196335, 'waves': 0.8181818127632141}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 27, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 0, 'inner_shape': 0, 'cluster_shape': 7, 'workspace_bytes': 0, 'tune_ms': 0.018553601577878, 'waves': 0.8181818127632141}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 27, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 0, 'inner_shape': 0, 'cluster_shape': 7, 'workspace_bytes': 0, 'tune_ms': 0.02032533288002014, 'waves': 0.8181818127632141}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 27, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 0, 'inner_shape': 0, 'cluster_shape': 7, 'workspace_bytes': 0, 'tune_ms': 0.01889386586844921, 'waves': 0.8181818127632141}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 27, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 0, 'inner_shape': 0, 'cluster_shape': 7, 'workspace_bytes': 0, 'tune_ms': 0.018675200641155243, 'waves': 0.8181818127632141}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 27, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 0, 'inner_shape': 0, 'cluster_shape': 7, 'workspace_bytes': 0, 'tune_ms': 0.020366933196783066, 'waves': 0.8181818127632141}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 27, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 0, 'inner_shape': 0, 'cluster_shape': 7, 'workspace_bytes': 0, 'tune_ms': 0.018513066694140434, 'waves': 0.8181818127632141}]",0.03393600136041641,1024,128,5120,128,representative_medium,5120,,40,artificial,0.05939200147986412,0.026095999404788017,ch24_chunk1024_ll64_graph_hp_pb128_pw8,0.03377600014209747
tens-of-B median-like O-proj,cuBLASLt+NCCL,0.1446560025215149,False,4,0.1446560025215149,0.07542400062084198,ch32_chunk128_ll64_graph_hp_pb128_pw4,"[{'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 248, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 0, 'tune_ms': 0.06885120272636414, 'waves': 0.9696969985961914}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 248, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 0, 'tune_ms': 0.07035626471042633, 'waves': 0.9696969985961914}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 248, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 0, 'tune_ms': 0.06910080462694168, 'waves': 0.9696969985961914}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 248, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 0, 'tune_ms': 0.06987626850605011, 'waves': 0.9696969985961914}]",0.07119999825954437,4096,128,5120,1024,representative_medium,5120,,40,artificial,0.1650400012731552,0.07544000074267387,ch24_chunk1024_ll16_graph_hp_pb128_pw8,0.07075200229883194
tens-of-B median-like O-proj,cuBLASLt+NCCL,0.10496000200510025,False,8,0.10496000200510025,0.05230399966239929,ch24_chunk256_ll16_graph_hp_pb128_pw4,"[{'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 197, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 2, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 0, 'tune_ms': 0.03854293376207352, 'waves': 0.939393937587738}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 135, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 0, 'inner_shape': 0, 'cluster_shape': 3, 'workspace_bytes': 0, 'tune_ms': 0.045396268367767334, 'waves': 1.9393939971923828}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 197, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 2, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 0, 'tune_ms': 0.039234135299921036, 'waves': 0.939393937587738}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 135, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 0, 'inner_shape': 0, 'cluster_shape': 3, 'workspace_bytes': 0, 'tune_ms': 0.0461813323199749, 'waves': 1.9393939971923828}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 197, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 2, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 0, 'tune_ms': 0.038753069937229156, 'waves': 0.939393937587738}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 197, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 2, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 0, 'tune_ms': 0.03896959871053696, 'waves': 0.939393937587738}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 135, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 0, 'inner_shape': 0, 'cluster_shape': 3, 'workspace_bytes': 0, 'tune_ms': 0.045794133096933365, 'waves': 1.9393939971923828}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 197, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 2, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 0, 'tune_ms': 0.03894079849123955, 'waves': 0.939393937587738}]",0.0533440001308918,4096,128,5120,512,representative_medium,5120,,40,artificial,0.10811199992895126,0.05422399938106537,ch24_chunk256_ll16_graph_hp_pb128_pw4,0.0533440001308918
tens-of-B median-like O-proj,TE+NCCL,0.47382399439811707,False,4,0.47417600452899933,0.30982400476932526,ch32_chunk128_ll64_graph_normal_pb512_pw8,"[{'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 24, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 0.26983681321144104, 'waves': 4.848484992980957}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 24, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 0.2761269211769104, 'waves': 4.848484992980957}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 24, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 0.27136319875717163, 'waves': 4.848484992980957}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 24, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 0.2754250466823578, 'waves': 4.848484992980957}]",0.20364800095558167,16384,128,5120,4096,representative_medium,5120,,40,artificial,0.47382399439811707,0.28067199885845184,ch24_chunk128_ll64_graph_normal_pb256_pw4,0.2006400004029274
tens-of-B median-like O-proj,cuBLASLt+NCCL,0.3032799959182739,False,8,0.3032799959182739,0.18305599689483643,ch32_chunk128_ll64_graph_hp_pb1024_pw8,"[{'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 248, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 0, 'tune_ms': 0.13505493104457855, 'waves': 1.9393939971923828}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 29, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 1, 'inner_shape': 0, 'cluster_shape': 3, 'workspace_bytes': 4, 'tune_ms': 0.1593535989522934, 'waves': 3.939393997192383}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 248, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 0, 'tune_ms': 0.1380501240491867, 'waves': 1.9393939971923828}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 20, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 1, 'inner_shape': 0, 'cluster_shape': 3, 'workspace_bytes': 4, 'tune_ms': 0.16072212159633636, 'waves': 4.848484992980957}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 248, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 0, 'tune_ms': 0.13612373173236847, 'waves': 1.9393939971923828}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 248, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 0, 'tune_ms': 0.13743358850479126, 'waves': 1.9393939971923828}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 29, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 1, 'inner_shape': 0, 'cluster_shape': 3, 'workspace_bytes': 4, 'tune_ms': 0.15976640582084656, 'waves': 3.939393997192383}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 248, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 0, 'tune_ms': 0.13677333295345306, 'waves': 1.9393939971923828}]",0.13227199763059616,16384,128,5120,2048,representative_medium,5120,,40,artificial,0.3056640028953552,0.18240000307559967,ch32_chunk128_ll64_graph_hp_pb256_pw4,0.13222399353981018
tens-of-B median-like O-proj,cuBLASLt+NCCL,3.513327956199646,False,4,3.513327956199646,2.5143359899520874,ch24_chunk128_ll64_graph_normal_pb256_pw4,"[{'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 24, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 2.172508716583252, 'waves': 38.787879943847656}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 24, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 2.245525360107422, 'waves': 38.787879943847656}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 24, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 2.1276779174804688, 'waves': 38.787879943847656}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 24, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 2.276698589324951, 'waves': 38.787879943847656}]",1.3283520340919495,131072,128,5120,32768,representative_medium,5120,,40,artificial,3.515712022781372,2.4662879705429077,ch24_chunk128_ll64_graph_normal_pb1024_pw4,1.3381440043449402
tens-of-B median-like O-proj,cuBLASLt+NCCL,2.0636640787124634,False,8,2.0636640787124634,1.3013439774513245,ch32_chunk128_ll16_graph_normal_pb1024_pw4,"[{'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 248, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 1.1041216850280762, 'waves': 15.515151977539062}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 495, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 5, 'inner_shape': 0, 'cluster_shape': 3, 'workspace_bytes': 4, 'tune_ms': 1.2448810338974, 'waves': 25.909090042114258}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 248, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 1.1299861669540405, 'waves': 15.515151977539062}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 495, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 5, 'inner_shape': 0, 'cluster_shape': 3, 'workspace_bytes': 4, 'tune_ms': 1.2249525785446167, 'waves': 25.909090042114258}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 248, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 1.112003207206726, 'waves': 15.515151977539062}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 248, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 1.0981152057647705, 'waves': 15.515151977539062}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 495, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 5, 'inner_shape': 0, 'cluster_shape': 3, 'workspace_bytes': 4, 'tune_ms': 1.2236617803573608, 'waves': 25.909090042114258}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 248, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 1.1131082773208618, 'waves': 15.515151977539062}]",0.8154720067977905,131072,128,5120,16384,representative_medium,5120,,40,artificial,2.084976077079773,1.2917439937591553,ch32_chunk128_ll128_graph_normal_pb128_pw8,0.8165600001811981
tens-of-B median-like O-proj,TE+NCCL,7.103776216506958,False,4,7.637648105621338,5.047343969345093,ch24_chunk128_ll16_graph_hp_pb256_pw8,"[{'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 209, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 6, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 4.667652606964111, 'waves': 69.95454406738281}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 209, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 6, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 4.780785083770752, 'waves': 69.95454406738281}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 23, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 4, 'inner_shape': 0, 'cluster_shape': 3, 'workspace_bytes': 4, 'tune_ms': 4.614275932312012, 'waves': 77.57575988769531}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 209, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 6, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 4.660524845123291, 'waves': 69.95454406738281}]",2.602400064468384,262144,128,5120,65536,representative_medium,5120,,40,artificial,7.103776216506958,4.987936019897461,ch24_chunk128_ll16_graph_hp_pb512_pw4,2.607487916946411
tens-of-B median-like O-proj,cuBLASLt+NCCL,3.955567955970764,False,8,3.955567955970764,2.44758403301239,ch24_chunk128_ll128_graph_hp_pb128_pw4,"[{'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 24, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 2.2748916149139404, 'waves': 38.787879943847656}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 29, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 1, 'inner_shape': 0, 'cluster_shape': 3, 'workspace_bytes': 4, 'tune_ms': 2.4179775714874268, 'waves': 62.121212005615234}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 24, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 2.135155200958252, 'waves': 38.787879943847656}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 29, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 1, 'inner_shape': 0, 'cluster_shape': 3, 'workspace_bytes': 4, 'tune_ms': 2.3876702785491943, 'waves': 62.121212005615234}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 24, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 2.2627511024475098, 'waves': 38.787879943847656}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 24, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 2.1813738346099854, 'waves': 38.787879943847656}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 29, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 1, 'inner_shape': 0, 'cluster_shape': 3, 'workspace_bytes': 4, 'tune_ms': 2.3955488204956055, 'waves': 62.121212005615234}, {'returned': 8, 'valid': 8, 'algo_id': 66, 'tile_id': 24, 'stages_id': 35, 'split_k': 1, 'reduction': 0, 'cta_swizzle': 0, 'custom': 7, 'inner_shape': 0, 'cluster_shape': 5, 'workspace_bytes': 4, 'tune_ms': 2.2895028591156006, 'waves': 38.787879943847656}]",1.5723199844360352,262144,128,5120,32768,representative_medium,5120,,40,artificial,4.007264137268066,2.4734880924224854,ch24_chunk128_ll64_graph_hp_pb256_pw4,1.5712000131607056
