aliases,best_external_p50_ms,best_separated,best_separated_over_v3_p50,best_separated_p50_ms,beyond_native_context,cluster_m,comm_ctas,compute_clusters,compute_ctas,compute_subgrid_p50_ms,cp,cublas_p50_ms,cublas_p50_tflops_per_gpu,cublaslt_boundary_p50_ms,cublaslt_p50_ms,cublaslt_p50_tflops_per_gpu,exact_mismatches,frontier_aligned,full_last_wave,fused_mean_ms,fused_p50_ms,fused_p50_tflops_per_gpu,fused_p95_ms,fused_throughput_as_best_pure_percent,fused_throughput_as_cublas_percent,global_seq,head_dim,k,last_wave_clusters,last_wave_ctas,m,model,n,n_tiles,native_max_context,overlap_ratio,policy,q_heads,result_source,route_p50_ms,same_policy_p50_ms,sequential_p50_ms,speedup_over_best_external,speedup_over_best_separated,speedup_over_te_userbuffers,suite,te_boundary_p50_ms,te_ub_over_v3_p50,te_ub_p50_ms,te_ub_p95_ms,te_userbuffers_p50_ms,te_userbuffers_p95_ms,tile_k,tile_m,tile_n,v1_over_v3_p50,v1_p50_ms,v2_auto_p50_ms,v2_over_v3_p50,v3_throughput_as_cublas_percent,waves
wide-K stress shape; not one specific GQA checkpoint,12.986944198608398,cuBLASLt+NCCL,1.7366420186051579,15.564239978790283,False,2,6,63,126,,8,10.91713619,705.000034851814,15.564239978790283,,,0,False,False,11.6888397,11.69273567,658.2361571876703,11.77287197,93.3668261911543,93.3668261911543,262144,128,16384,46,,32768,representative_large,7168,23,,,m128n320_cluster_m2,128,v3_golden,,,,1.1106848358788222,1.331103380599237,1.1106848358788222,artificial,15.868655681610107,1.1106848358788222,12.986944198608398,16.417628479003906,12.986944198608398,16.417628479003906,64,128,320,0.9672686486035992,11.31001663,11.69273567,1.0,93.3668261911543,47
wide-K stress shape; not one specific GQA checkpoint,49.46041488647461,cuBLASLt+NCCL,1.3384244678395867,61.09895896911621,False,2,6,63,126,,4,41.69548798,738.3610809998247,61.09895896911621,,,0,False,False,46.83772476,45.87843323,671.0413457972396,50.72131729,90.88254555461855,90.88254555461855,524288,128,16384,58,,131072,representative_large,7168,23,,,m128n320_cluster_m2,128,v3_golden,,,,1.0780755009334613,1.3317577490672345,1.0780755009334613,artificial,61.49665641784668,1.0780755009334613,49.46041488647461,52.5919132232666,49.46041488647461,52.5919132232666,64,128,320,1.0269582255304928,47.11523438,45.87843323,1.0,90.88254555461855,187
wide-K stress shape; not one specific GQA checkpoint,26.156208038330078,cuBLASLt+NCCL,1.4080992125995957,31.32321548461914,False,2,6,63,126,,8,21.67399979,710.213294177761,31.32321548461914,,,0,False,False,24.08533241,23.75963211,647.8704180939442,26.55798721,91.22195027959968,91.22195027959968,524288,128,16384,29,,65536,representative_large,7168,23,,,m128n320_cluster_m2,128,v3_golden,,,,1.100867552040985,1.3183375626188996,1.100867552040985,artificial,31.695087432861328,1.100867552040985,26.156208038330078,30.978607940673825,26.156208038330078,30.978607940673825,64,128,320,0.9658903628537707,22.94919968,23.75963211,1.0,91.22195027959968,94
current production Qwen dense,0.028672000393271446,cuBLASLt+NCCL,,0.03510399907827377,False,1,21,111,,0.01500800066,4,0.01467199996,146.36611599336456,0.03510399907827377,0.01385600027,154.98582607923117,0,True,False,0.02049856,0.02041600086,105.186302779182,0.02146399952,67.86833702161198,71.86520053859363,1024,128,2048,64,64,256,production_qwen_dense,2048,16,,0.579285427,m64n128,16,new_geometry_manual_comm_ctas,0.01272,0.01507200021,0.02243199944,1.4043886748382244,1.7194356191006634,1.4043886748382244,model,0.036000000312924385,,,,0.028672000393271446,0.0300976000726223,64,64,128,,,,,,1
current production Qwen dense,0.036288000643253326,cuBLASLt+NCCL,,0.036288000643253326,False,1,15,117,,0.01654399931,8,0.01600000076,67.10886081232911,0.036288000643253326,0.0146239996,73.42326677853575,0,True,False,0.02209024001,0.02199999988,48.806446811671535,0.02269439958,66.47272581712396,72.72727657851243,1024,128,2048,32,32,128,production_qwen_dense,2048,16,,0.5622744494,m64n128,16,new_geometry_manual_comm_ctas,0.01212800015,0.01659199968,0.02380800061,1.649454583690358,1.649454583690358,2.136727298665589,model,0.03763199970126152,,,,0.04700800031423569,0.04795200005173683,64,64,128,,,,,,1
current production Qwen dense,0.0432640016078949,cuBLASLt+NCCL,,0.05820799991488457,False,1,14,118,,0.02227200009,4,0.02166399918,396.5073355398825,0.05820799991488457,0.02076799981,413.6139575590645,0,True,False,0.03152448025,0.0314560011,273.0777686805206,0.03258080035,66.02237755516865,68.87079864706644,4096,128,2048,104,104,1024,production_qwen_dense,2048,13,,0.7346519305,m128n160,16,new_geometry_manual_comm_ctas,0.02627200074,0.02232000045,0.04142399877,1.3753814882685422,1.8504577148836814,1.3753814882685422,model,0.059487998485565186,,,,0.0432640016078949,0.0453056002035737,64,128,160,,,,,,1
current production Qwen dense,0.0568000003695488,cuBLASLt+NCCL,,0.06825599819421768,False,1,9,123,,0.02369599976,8,0.01910400018,224.82031278959084,0.06825599819421768,0.01840000041,233.42213045091992,0,True,False,0.03074368,0.03067200072,140.028925247104,0.03137759864,59.989566960338806,62.28481915606841,4096,128,2048,64,64,512,production_qwen_dense,2048,16,,0.7354766184,m128n128,16,new_geometry_manual_comm_ctas,0.02321599983,0.02374400012,0.04019200057,1.8518518204295609,2.2253520015637793,1.8518518204295609,model,0.06950400024652481,,,,0.0568000003695488,0.06173439919948577,64,128,128,,,,,,1
current production Qwen dense,0.10507200285792351,TE+NCCL,,0.14668799936771393,False,1,15,117,,0.06227200106,4,0.05222399905,657.9300511840064,0.14787200093269348,0.0511199981,672.1388819456939,0,True,False,0.08003455952,0.07993599772,429.84061434193103,0.08302719891,63.951160375908806,65.33226648765972,16384,128,2048,65,65,4096,production_qwen_dense,2048,13,,0.7168111417,m128n160,16,new_geometry_manual_comm_ctas,0.06164800003,0.06246399879,0.1208000034,1.3144516344935102,1.835068098874965,1.3144516344935102,model,0.14668799936771393,,,,0.10507200285792351,0.1093039970844984,64,128,160,,,,,,4
current production Qwen dense,0.09491200000047684,cuBLASLt+NCCL,,0.10761599987745285,False,1,15,117,,0.04540799931,8,0.03926400095,437.54759495542436,0.10761599987745285,0.03751999885,457.8856532667511,0,True,False,0.05826943994,0.0580479987,295.95971555863474,0.06019200012,64.63616264172774,67.64057647003773,16384,128,2048,91,91,2048,production_qwen_dense,2048,13,,0.7593450756,m128n160,16,new_geometry_manual_comm_ctas,0.04720000178,0.04531199858,0.08422400057,1.6350606760966049,1.8539140416128224,1.6350606760966049,model,0.1085279993712902,,,,0.09491200000047684,0.09935839995741844,64,128,160,,,,,,2
current production Qwen dense,0.5782399773597717,cuBLASLt+NCCL,,0.9174239933490753,False,2,16,58,,0.4051520228,4,0.369599998,743.7172847170849,0.9174239933490753,0.3253120184,844.9669590934486,0,False,False,0.4232985592,0.422991991,649.8418712235145,0.431812793,76.90737066461384,87.37754044142173,131072,128,2048,38,76,32768,production_qwen_dense,2048,8,,0.9158360267,m128n256_cluster_m2,16,new_geometry_manual_comm_ctas,0.3925439715,0.3463839889,0.7405439615,1.3670234653680988,2.168892113489391,1.3670234653680988,model,0.9183840155601501,,,,0.5782399773597717,0.5847680121660233,64,128,256,,,,,,18
current production Qwen dense,0.5363519787788391,cuBLASLt+NCCL,,0.5615360140800476,False,1,17,115,,0.2784000039,8,0.2285920084,601.2412876284961,0.5615360140800476,0.2201759964,624.2231474783961,0,False,False,0.3032729584,0.3025439978,454.2775744070636,0.3102495968,72.77486844923287,75.55661657882673,131072,128,2048,54,54,16384,production_qwen_dense,2048,13,,0.8133362994,m128n160,16,new_geometry_manual_comm_ctas,0.2565919757,0.2465119958,0.4966399968,1.7728065427805988,1.8560474448786026,1.7728065427805988,model,0.5633120238780975,,,,0.5363519787788391,0.5866592049598693,64,128,160,,,,,,15
current production Qwen dense,1.1089119911193848,cuBLASLt+NCCL,,1.8116480112075806,False,2,16,58,,0.8611359596,4,0.7116799951,772.4761376926892,1.8116480112075806,0.7238399982,759.4990816411062,0,False,False,0.7865369594,0.7855039835,699.8765447864848,0.7980160117,90.60170413508794,90.60170413508794,262144,128,2048,18,36,65536,production_qwen_dense,2048,8,,0.9792346942,m128n256_cluster_m2,16,new_geometry_manual_comm_ctas,0.7706720233,0.7562400103,1.434256077,1.4117203915101277,2.3063511443129183,1.4117203915101277,model,1.8234400153160095,,,,1.1089119911193848,1.164230352640152,64,128,256,,,,,,36
current production Qwen dense,0.9912320077419281,cuBLASLt+NCCL,,1.045632004737854,False,2,24,54,,0.5213919878,8,0.4381759763,627.3230889221619,1.045632004737854,0.4036480188,680.9841598162205,0,False,False,0.5588403237,0.5584800243,492.1893263568962,0.567166388,72.27617841944003,78.45866588499932,262144,128,2048,52,104,32768,production_qwen_dense,2048,8,,0.7817272462,m128n256_cluster_m2,16,new_geometry_manual_comm_ctas,0.4604960084,0.4514400065,0.90881598,1.7748745964268648,1.8722818350548014,1.7748745964268648,model,1.0829439759254456,,,,0.9912320077419281,1.0060735881328582,64,128,256,,,,,,19
current production Qwen dense,2.177999973297119,cuBLASLt+NCCL,,3.546015977859497,False,2,16,58,,1.620368004,4,1.467296004,749.3454795614641,3.546015977859497,1.359680057,808.6546699831458,0,False,False,1.644639354,1.633343935,673.1660149556927,1.741047978,83.24517744635332,89.83386612936485,524288,128,2048,36,72,131072,production_qwen_dense,2048,8,,0.9066502785,m128n256_cluster_m2,16,new_geometry_manual_comm_ctas,1.504863977,1.479087949,2.804368019,1.3334607161578123,2.171016098859483,1.3334607161578123,model,3.549967885017395,,,,2.177999973297119,2.2292352437973024,64,128,256,,,,,,71
current production Qwen dense,1.8675040006637573,cuBLASLt+NCCL,,2.0389440059661865,False,2,20,56,,1.006847978,8,0.8479520082,648.3336422010492,2.0389440059661865,0.8515999913,645.5563873935422,0,True,False,1.055735042,1.053951979,521.6137213477351,1.066632032,80.4545202338863,80.4545202338863,524288,128,2048,32,64,65536,production_qwen_dense,2048,8,,0.8622683876,m128n256_cluster_m2,16,new_geometry_manual_comm_ctas,0.933776021,0.8865439892,1.804448009,1.7719061568968857,1.9345701195046443,1.7719061568968857,model,2.127776026725769,,,,1.8675040006637573,1.894347208738327,64,128,256,,,,,,37
Llama 3/3.1 8B,0.04388799890875816,cuBLASLt+NCCL,2.2123369497026775,0.05536000058054924,False,1,4,128,128,,4,0.02352000028,365.21830313515625,0.05536000058054924,,,0,True,True,0.04046655968,0.04046399891,212.2858546706105,0.04169600084,58.12574365749953,58.12574365749953,1024,128,4096,128,,256,llama3_8b,4096,32,,,m64n128,32,v3_golden_same_geometry,,,,1.084618428504158,1.368129746733162,1.084618428504158,model,0.05585600063204765,1.084618428504158,0.04388799890875816,0.047515200451016426,0.04388799890875816,0.047515200451016426,64,64,128,0.9909055189819844,0.04009599984,0.04046399891,1.0,58.12574365749953,1
Llama 3/3.1 8B,0.04732799902558327,TE+NCCL,2.10778456066767,0.04732799902558327,False,1,4,128,128,,8,0.02257600054,190.24482606607876,0.047488000243902206,,,0,True,False,0.03195455998,0.03206399828,133.94983552874618,0.03261119872,70.40918709779821,70.40918709779821,1024,128,4096,64,,128,llama3_8b,4096,32,,,m64n128,32,v3_golden_same_geometry,,,,1.4760479529810924,1.4760479529810924,1.8133733329141444,model,0.04732799902558327,1.8133733329141444,0.05814399942755699,0.05961599946022034,0.05814399942755699,0.05961599946022034,64,64,128,1.0009980118424584,0.03209599853,0.03206399828,1.0,70.40918709779821,1
Llama 3/3.1 8B,0.07916799932718277,cuBLASLt+NCCL,1.9330434177232825,0.11064000055193901,False,1,10,122,122,,4,0.05062400177,678.7242645120507,0.11064000055193901,,,0,False,False,0.0736,0.0736,466.84427130434784,0.0754,68.78261110054348,68.78261110054348,4096,128,4096,86,,1024,llama3_8b,4096,26,,,m128n160,32,v3_golden_same_geometry,,,,1.075652164771505,1.5032608770643887,1.075652164771505,model,0.12622399628162384,1.075652164771505,0.07916799932718277,0.08468319997191429,0.07916799932718277,0.08468319997191429,64,128,160,1.256956475951087,0.09251199663,0.09281599522,1.261086891576087,68.78261110054348,2
Llama 3/3.1 8B,0.09091199934482574,cuBLASLt+NCCL,2.957820261136015,0.09332800284028053,False,1,4,128,128,,8,0.03903999925,440.0581330441496,0.09332800284028053,,,0,True,True,0.0611456003,0.06107199937,281.3051703108177,0.06327199936,63.9245475057713,63.9245475057713,4096,128,4096,128,,512,llama3_8b,4096,32,,,m128n128,32,v3_golden_same_geometry,,,,1.488603620032847,1.528163541443273,1.488603620032847,model,0.09408000111579895,1.488603620032847,0.09091199934482574,0.10244159810245035,0.09091199934482574,0.10244159810245035,64,128,128,1.0351061280474991,0.0632160008,0.06107199937,1.0,63.9245475057713,1
Llama 3/3.1 8B,0.25068800151348114,TE+NCCL,1.5241403720880808,0.34095999598503113,False,2,16,58,116,,4,0.1768639982,777.088355294232,0.344991996884346,,,0,False,False,0.2282,0.228,602.802427508772,0.2297,77.57192903508772,77.57192903508772,16384,128,4096,34,,4096,llama3_8b,4096,13,,,m128n320_cluster_m2,32,v3_golden_same_geometry,,,,1.0995087785678996,1.4954385788817155,1.0995087785678996,model,0.34095999598503113,1.0995087785678996,0.25068800151348114,0.25243680328130724,0.25068800151348114,0.25243680328130724,64,128,320,1.3053333548245614,0.2976160049,0.2976480126,1.3054737394736842,77.57192903508772,4
Llama 3/3.1 8B,0.22420799732208252,TE+NCCL,1.7109523701536948,0.22785600274801254,False,2,4,64,128,,8,0.1180799976,581.9739001756212,0.2297920063138008,,,0,True,True,0.1926937607,0.1926880032,356.63598975942887,0.1964496076,61.28040959428033,61.28040959428033,16384,128,4096,64,,2048,llama3_8b,4096,16,,,m128n256_cluster_m2,32,v3_golden_same_geometry,,,,1.1635804699754266,1.1825126575810223,1.1635804699754266,model,0.22785600274801254,1.1635804699754266,0.22420799732208252,0.24173759371042247,0.22420799732208252,0.24173759371042247,64,128,256,1.0196794960611226,0.196480006,0.1926880032,1.0,61.28040959428033,2
Llama 3/3.1 8B,1.6789600253105164,cuBLASLt+NCCL,2.158212120364174,2.526576042175293,False,2,8,62,124,,4,1.527760029,719.688699079062,2.526576042175293,,,0,False,False,1.511834228,1.520287991,723.2258850198338,1.584387183,100.49148832617465,100.49148832617465,131072,128,4096,52,,32768,llama3_8b,4096,13,,,m128n320_cluster_m2,32,v3_golden_same_geometry,,,,1.1043697215592334,1.6619062027276732,1.1043697215592334,model,2.5378400087356567,1.1043697215592334,1.6789600253105164,1.8160336136817934,1.6789600253105164,1.8160336136817934,64,128,320,1.4516512845361282,2.206928015,1.520287991,1.0,100.49148832617465,27
Llama 3/3.1 8B,1.1209759712219238,cuBLASLt+NCCL,2.255314576448812,1.433888018131256,False,2,12,60,120,,8,0.8478720188,648.394806879078,1.433888018131256,,,0,False,False,0.9381,0.9361,587.2832110757398,0.9474,90.57494058327102,90.57494058327102,131072,128,4096,52,,16384,llama3_8b,4096,13,,,m128n320_cluster_m2,32,v3_golden_same_geometry,,,,1.1974959632752096,1.5317679928760346,1.1974959632752096,model,1.491983950138092,1.1974959632752096,1.1209759712219238,1.142031991481781,1.1209759712219238,1.142031991481781,64,128,320,1.4676722743296655,1.373888016,1.30697608,1.3961927999145392,90.57494058327102,14
Llama 3/3.1 8B,3.6769120693206787,TE+NCCL,2.007938911221665,4.98801589012146,False,2,8,62,124,,4,2.951904058,744.950788489346,4.993776082992554,,,0,False,False,3.145738239,3.190351963,689.2729332233868,3.203927994,92.52596867789538,92.52596867789538,262144,128,4096,42,,65536,llama3_8b,4096,13,,,m128n320_cluster_m2,32,v3_golden_same_geometry,,,,1.152509852192969,1.5634688423000995,1.152509852192969,model,4.98801589012146,1.152509852192969,3.6769120693206787,3.7016080260276794,3.6769120693206787,3.7016080260276794,64,128,320,1.3665652666423374,4.359824181,3.190351963,1.0,92.52596867789538,54
Llama 3/3.1 8B,2.1101280450820923,cuBLASLt+NCCL,1.7499276436351572,2.801200032234192,False,2,8,62,124,,8,1.619215965,679.0395176075231,2.801200032234192,,,0,False,False,1.771365125,1.769024014,621.5357276523664,1.78966558,91.53159890343919,91.53159890343919,262144,128,4096,52,,32768,llama3_8b,4096,13,,,m128n320_cluster_m2,32,v3_golden_same_geometry,,,,1.1928204639296052,1.5834720218977152,1.1928204639296052,model,2.9184800386428833,1.1928204639296052,2.1101280450820923,2.125880002975464,2.1101280450820923,2.125880002975464,64,128,320,1.5309774511630796,2.708335876,1.769024014,1.0,91.53159890343919,27
Llama 3/3.1 8B,7.515007972717285,TE+NCCL,1.9852846871619392,9.945856094360352,False,2,8,62,124,,4,5.88977623,746.7255697597191,10.083968162536621,,,0,False,False,6.363459196,6.369456291,690.4900999663678,6.469401836,92.46905796845196,92.46905796845196,524288,128,4096,22,,131072,llama3_8b,4096,13,,,m128n320_cluster_m2,32,v3_golden_same_geometry,,,,1.1798507799379898,1.5614921651026605,1.1798507799379898,model,9.945856094360352,1.1798507799379898,7.515007972717285,7.560009527206422,7.515007972717285,7.560009527206422,64,128,320,1.3563128072967257,8.638975143,6.369456291,1.0,92.46905796845196,108
Llama 3/3.1 8B,4.193040132522583,cuBLASLt+NCCL,2.220063011869879,5.512095928192139,False,2,8,62,124,,8,3.191215992,689.0863110064284,5.512095928192139,,,0,False,False,3.497522578,3.498415947,628.5768441679243,3.509927988,91.2188842134843,91.2188842134843,524288,128,4096,42,,65536,llama3_8b,4096,13,,,m128n320_cluster_m2,32,v3_golden_same_geometry,,,,1.1985539158424672,1.5755976452482536,1.1985539158424672,model,5.727312088012695,1.1985539158424672,4.193040132522583,4.253660941123963,4.193040132522583,4.253660941123963,64,128,320,1.51925208995167,5.314975739,3.498415947,1.0,91.2188842134843,54
Qwen2.5 14B/32B,0.04841599985957146,TE+NCCL,1.722140330698769,0.06321599707007408,False,1,4,128,128,,4,0.03158399835,424.9548347636612,0.06727999821305275,,,0,True,False,0.04365184002,0.04335999861,309.5427405503784,0.04549599811,72.84132694302225,72.84132694302225,1024,128,5120,80,,256,qwen25_14b_32b,5120,40,,,m128n128,40,v3_golden_same_geometry,,,,1.1166051986082262,1.4579335585009623,1.1166051986082262,model,0.06321599707007408,1.1166051986082262,0.04841599985957146,0.0508992001414299,0.04841599985957146,0.0508992001414299,64,128,128,1.0070111238409931,0.04366400093,0.04335999861,1.0,72.84132694302225,1
Qwen2.5 14B/32B,0.05966399982571602,TE+NCCL,1.5733501685913989,0.05966399982571602,False,1,4,128,128,,8,0.02800000086,239.674506924283,0.059808000922203064,,,0,True,False,0.03816575997,0.03806399927,176.30534175869323,0.03975680098,73.56032313206798,73.56032313206798,1024,128,5120,80,,128,qwen25_14b_32b,5120,40,,,m64n128,40,v3_golden_same_geometry,,,,1.567465347046178,1.567465347046178,1.6712904932722121,model,0.05966399982571602,1.6712904932722121,0.06361600011587143,0.0661040000617504,0.06361600011587143,0.0661040000617504,64,64,128,1.0180748613701829,0.03875200078,0.03806399927,1.0,73.56032313206798,1
Qwen2.5 14B/32B,0.10630399733781815,TE+NCCL,1.8100386564565902,0.14660800248384476,False,1,13,119,119,,4,0.07391999662,726.2864401359329,0.14668799936771393,,,0,False,False,0.1036,0.1036,518.215166023166,0.1047,71.35134808880309,71.35134808880309,4096,128,5120,82,,1024,qwen25_14b_32b,5120,40,,,m128n128,40,v3_golden_same_geometry,,,,1.02610036040365,1.4151351591104706,1.02610036040365,model,0.14660800248384476,1.02610036040365,0.10630399733781815,0.11198239848017691,0.10630399733781815,0.11198239848017691,64,128,128,1.079845583976834,0.1118720025,0.112560004,1.0864865250965252,71.35134808880309,3
Qwen2.5 14B/32B,0.10545599833130836,cuBLASLt+NCCL,1.3455527416530122,0.10545599833130836,False,1,4,128,128,,8,0.05643200129,475.679490118611,0.10545599833130836,,,0,True,True,0.08296191961,0.08292800188,323.6970021156863,0.08475999534,68.04939225674251,68.04939225674251,4096,128,5120,128,,512,qwen25_14b_32b,5120,32,,,m128n160,40,v3_golden_same_geometry,,,,1.271657292357137,1.271657292357137,1.558749688253575,model,0.1085279993712902,1.558749688253575,0.1292639970779419,0.1371439978480339,0.1292639970779419,0.1371439978480339,64,128,160,0.9980705109688819,0.08276799321,0.08292800188,1.0,68.04939225674251,1
Qwen2.5 14B/32B,0.3604799956083298,cuBLASLt+NCCL,1.7509506132245276,0.4724320024251938,False,2,4,64,128,,4,0.2823039889,760.6990097333335,0.4724320024251938,,,0,True,True,0.3585964799,0.357648015,600.4461252217491,0.3649168015,78.93347007671775,78.93347007671775,16384,128,5120,64,,4096,qwen25_14b_32b,5120,16,,,m128n320_cluster_m2,40,v3_golden_same_geometry,,,,1.0079183456626477,1.3209412120606732,1.0079183456626477,model,0.47785599529743195,1.0079183456626477,0.3604799956083298,0.3908784061670303,0.3604799956083298,0.3908784061670303,64,128,320,1.019102590573584,0.3644800186,0.357648015,1.0,78.93347007671775,4
Qwen2.5 14B/32B,0.2799680083990097,cuBLASLt+NCCL,1.6941292211722074,0.306335985660553,False,2,4,64,128,,8,0.1811999977,592.5727580734953,0.306335985660553,,,0,True,True,0.2582630408,0.2580960095,416.02418653435245,0.2619968057,70.20643133965231,70.20643133965231,16384,128,5120,64,,2048,qwen25_14b_32b,5120,16,,,m128n320_cluster_m2,40,v3_golden_same_geometry,,,,1.0847436538882624,1.18690709807566,1.0847436538882624,model,0.307328000664711,1.0847436538882624,0.2799680083990097,0.28334079682826996,0.2799680083990097,0.28334079682826996,64,128,320,1.0920587301835054,0.2818560004,0.2580960095,1.0,70.20643133965231,2
Qwen2.5 14B/32B,2.7995519638061523,TE+NCCL,1.600068930328591,3.517504096031189,False,2,6,63,126,,4,2.1947999,782.7533245285823,3.5262879133224487,,,0,False,False,2.321507206,2.364448071,726.5910972929124,2.397958279,92.82504136670464,92.82504136670464,131072,128,5120,32,,32768,qwen25_14b_32b,5120,16,,,m128n320_cluster_m2,40,v3_golden_same_geometry,,,,1.184019221290038,1.4876639242677574,1.184019221290038,model,3.517504096031189,1.184019221290038,2.7995519638061523,2.838547241687775,2.7995519638061523,2.838547241687775,64,128,320,1.1512403581140016,2.722048044,2.364448071,1.0,92.82504136670464,33
Qwen2.5 14B/32B,1.5952479839324951,cuBLASLt+NCCL,1.4842325889713373,2.061616063117981,False,2,6,63,126,,8,1.281087995,670.5187017227493,2.061616063117981,,,0,False,False,1.3929,1.393,616.6500066044508,1.3997,91.966115936827,91.966115936827,131072,128,5120,16,,16384,qwen25_14b_32b,5120,16,,,m128n320_cluster_m2,40,v3_golden_same_geometry,,,,1.1451887896141386,1.4799828163086726,1.1451887896141386,model,2.0886080265045166,1.1451887896141386,1.5952479839324951,1.614467203617096,1.5952479839324951,1.614467203617096,64,128,320,1.3167781959798994,1.834272027,1.783087969,1.2800344357501796,91.966115936827,17
Qwen2.5 14B/32B,5.719760179519653,TE+NCCL,1.5060608440719605,7.182447910308838,False,2,6,63,126,,4,4.386127949,783.3729149609904,7.808607816696167,,,0,False,False,4.765218601,4.788831711,717.4973029241203,4.801460743,91.5907723156154,91.5907723156154,262144,128,5120,1,,65536,qwen25_14b_32b,5120,16,,,m128n320_cluster_m2,40,v3_golden_same_geometry,,,,1.1943957367266216,1.4998330164350262,1.1943957367266216,model,7.182447910308838,1.1943957367266216,5.719760179519653,5.797926449775696,5.719760179519653,5.797926449775696,64,128,320,1.1350309094209052,5.435472012,4.788831711,1.0,91.5907723156154,66
Qwen2.5 14B/32B,3.012735962867737,cuBLASLt+NCCL,2.0238030038046095,3.9555200338363647,False,2,8,62,124,,8,2.447455883,701.9480638376843,3.9555200338363647,,,0,False,False,2.731374731,2.733103991,628.5845412605086,2.748828888,89.5485825295844,89.5485825295844,262144,128,5120,2,,32768,qwen25_14b_32b,5120,16,,,m128n320_cluster_m2,40,v3_golden_same_geometry,,,,1.1023129645957686,1.4472629094471818,1.1023129645957686,model,4.013967990875244,1.1023129645957686,3.012735962867737,3.0760112047195434,3.012735962867737,3.0760112047195434,64,128,320,1.305434419161843,3.567888021,2.733103991,1.0,89.5485825295844,34
Qwen2.5 14B/32B,11.256192207336426,TE+NCCL,1.9000970454581132,14.516272068023682,False,2,6,63,126,,4,9.372768402,733.1822764481874,14.652063846588135,,,0,False,False,9.562650871,9.511631966,722.4782979581487,9.666193962,98.540065842577,98.540065842577,524288,128,5120,2,,131072,qwen25_14b_32b,5120,16,,,m128n320_cluster_m2,40,v3_golden_same_geometry,,,,1.1834133456353737,1.5261599817899938,1.1834133456353737,model,14.516272068023682,1.1834133456353737,11.256192207336426,11.372284889221191,11.256192207336426,11.372284889221191,64,128,320,1.136844625470447,10.81324768,9.511631966,1.0,98.540065842577,131
Qwen2.5 14B/32B,6.004479885101318,cuBLASLt+NCCL,1.4870438784533149,7.930992126464844,False,2,8,62,124,,8,4.950160027,694.1136888623662,7.930992126464844,,,0,False,False,5.349253111,5.352848053,641.8963891333158,5.378229141,92.47712578401486,92.47712578401486,524288,128,5120,4,,65536,qwen25_14b_32b,5120,16,,,m128n320_cluster_m2,40,v3_golden_same_geometry,,,,1.1217355369794426,1.4816396893649775,1.1217355369794426,model,7.9899680614471436,1.1217355369794426,6.004479885101318,6.149176025390625,6.004479885101318,6.149176025390625,64,128,320,1.3277566834755807,7.107279778,5.352848053,1.0,92.47712578401486,67
Llama 3.1 405B,0.21876800060272217,cuBLASLt+NCCL,,0.2592160105705261,False,1,14,118,,0.289440006,4,0.1798239946,764.297077137669,0.2592160105705261,0.1786560118,769.2937510877538,0,False,False,0.2928812802,0.2926720083,469.60060946832954,0.2957952023,61.04308124228633,61.442156919794506,1024,128,16384,88,88,256,llama31_405b,16384,103,,0.9217848982,m128n160,128,new_geometry_manual_comm_ctas,0.03889600188,0.2899680138,0.3256320059,0.7474852203100906,0.885687743341754,0.7474852203100906,model,0.26017600297927856,,,,0.21876800060272217,0.22237759381532668,64,128,160,,,,,,2
Llama 3.1 405B,0.2011680006980896,cuBLASLt+NCCL,,0.21025599539279938,False,1,12,120,,0.1546719968,8,0.1505440027,456.47435635773746,0.21025599539279938,0.1490719914,460.9818121474427,0,True,False,0.1742284802,0.173999995,394.9395328201016,0.1758255959,85.673560737746,86.51954426780301,1024,128,16384,103,103,128,llama31_405b,16384,103,,0.7715668925,m128n160,128,new_geometry_manual_comm_ctas,0.08651199937,0.1544159949,0.2582080066,1.1561379682688475,1.2083678243370028,1.1561379682688475,model,0.2109760046005249,,,,0.2011680006980896,0.20614719688892363,64,128,160,,,,,,1
Llama 3.1 405B,0.7723360061645508,TE+NCCL,,0.8757280111312866,False,2,4,64,,0.8197280169,4,0.7022719979,782.8246256890944,0.8931199908256531,0.7251360416,758.1416208122456,0,True,True,0.7287500823,0.7201279998,763.4140236745174,0.7488847971,97.52044054599195,97.52044054599195,4096,128,16384,64,128,1024,llama31_405b,16384,64,,1.325109736,m128n256_cluster_m2,128,new_geometry_manual_comm_ctas,0.2636319995,0.8140159845,0.9694399834,1.0724982313964329,1.2160727139820993,1.0724982313964329,model,0.8757280111312866,,,,0.7723360061645508,0.8066303998231887,64,128,256,,,,,,4
Llama 3.1 405B,0.5271359980106354,cuBLASLt+NCCL,,0.5271520018577576,False,2,4,64,,0.4218720198,8,0.4186719954,656.5471537722057,0.5271520018577576,0.4178720117,657.8040626021664,0,True,True,0.4404147184,0.4405919909,623.8831223021217,0.4431551993,94.84330635389223,95.0248765404873,4096,128,16384,64,128,512,llama31_405b,16384,64,,0.8845365172,m128n256_cluster_m2,128,new_geometry_manual_comm_ctas,0.1507200003,0.422720015,0.5886399746,1.1964266461899395,1.1964629696988838,1.1964266461899395,model,0.5330239832401276,,,,0.5271359980106354,0.5319136112928391,64,128,256,,,,,,2
