model,aliases,global_seq,cp,m,n,k,result_source,comm_ctas,policy,tile_m,tile_n,tile_k,cluster_m,compute_ctas,compute_clusters,n_tiles,waves,last_wave_clusters,frontier_aligned,full_last_wave,fused_mean_ms,fused_p50_ms,fused_p95_ms,fused_p50_tflops_per_gpu,v2_auto_p50_ms,v2_over_v3_p50,v1_p50_ms,v1_over_v3_p50,te_ub_p50_ms,te_ub_p95_ms,te_ub_over_v3_p50,best_separated,best_separated_p50_ms,best_separated_over_v3_p50,cublas_p50_ms,cublas_p50_tflops_per_gpu,v3_throughput_as_cublas_percent,exact_mismatches,suite,q_heads,head_dim,native_max_context,beyond_native_context,fused_throughput_as_cublas_percent,fused_throughput_as_best_pure_percent,last_wave_ctas,cublaslt_p50_ms,cublaslt_p50_tflops_per_gpu,same_policy_p50_ms,compute_subgrid_p50_ms,route_p50_ms,sequential_p50_ms,overlap_ratio
llama3_8b,Llama 3/3.1 8B,1024,8,128,4096,4096,v3_golden_same_geometry,4,m64n128,64,128,64,1,128,128,32,1,64,True,False,0.03195455998,0.03206399828,0.03261119872,133.94983552874618,0.03206399828,1.0,0.03209599853,1.0009980118424584,0.05814399942755699,0.05961599946022034,1.8133733329141444,TE+NCCL,0.06758400052785873,2.10778456066767,0.02257600054,190.24482606607876,70.40918709779821,0,model,32,128,,False,70.40918709779821,70.40918709779821,,,,,,,,
llama3_8b,Llama 3/3.1 8B,4096,4,1024,4096,4096,v3_golden_same_geometry,10,m128n160,128,160,64,1,122,122,26,2,86,False,False,0.0736,0.0736,0.0754,466.84427130434784,0.09281599522,1.261086891576087,0.09251199663,1.256956475951087,0.07916799932718277,0.08468319997191429,1.075652164771505,cuBLASLt+NCCL,0.1422719955444336,1.9330434177232825,0.05062400177,678.7242645120507,68.78261110054348,0,model,32,128,,False,68.78261110054348,68.78261110054348,,,,,,,,
llama3_8b,Llama 3/3.1 8B,4096,8,512,4096,4096,v3_golden_same_geometry,4,m128n128,128,128,64,1,128,128,32,1,128,True,True,0.0611456003,0.06107199937,0.06327199936,281.3051703108177,0.06107199937,1.0,0.0632160008,1.0351061280474991,0.09091199934482574,0.10244159810245035,1.488603620032847,cuBLASLt+NCCL,0.18063999712467194,2.957820261136015,0.03903999925,440.0581330441496,63.9245475057713,0,model,32,128,,False,63.9245475057713,63.9245475057713,,,,,,,,
llama3_8b,Llama 3/3.1 8B,16384,4,4096,4096,4096,v3_golden_same_geometry,16,m128n320_cluster_m2,128,320,64,2,116,58,13,4,34,False,False,0.2282,0.228,0.2297,602.802427508772,0.2976480126,1.3054737394736842,0.2976160049,1.3053333548245614,0.25068800151348114,0.25243680328130724,1.0995087785678996,TE+NCCL,0.34750400483608246,1.5241403720880808,0.1768639982,777.088355294232,77.57192903508772,0,model,32,128,,False,77.57192903508772,77.57192903508772,,,,,,,,
llama3_8b,Llama 3/3.1 8B,16384,8,2048,4096,4096,v3_golden_same_geometry,4,m128n256_cluster_m2,128,256,64,2,128,64,16,2,64,True,True,0.1926937607,0.1926880032,0.1964496076,356.63598975942887,0.1926880032,1.0,0.196480006,1.0196794960611226,0.22420799732208252,0.24173759371042247,1.1635804699754266,cuBLASLt+NCCL,0.3296799957752228,1.7109523701536948,0.1180799976,581.9739001756212,61.28040959428033,0,model,32,128,,False,61.28040959428033,61.28040959428033,,,,,,,,
llama3_8b,Llama 3/3.1 8B,131072,4,32768,4096,4096,v3_golden_same_geometry,8,m128n320_cluster_m2,128,320,64,2,124,62,13,27,52,False,False,1.511834228,1.520287991,1.584387183,723.2258850198338,1.520287991,1.0,2.206928015,1.4516512845361282,1.6789600253105164,1.8160336136817934,1.1043697215592334,cuBLASLt+NCCL,3.2811039686203003,2.158212120364174,1.527760029,719.688699079062,100.49148832617465,0,model,32,128,,False,100.49148832617465,100.49148832617465,,,,,,,,
llama3_8b,Llama 3/3.1 8B,131072,8,16384,4096,4096,v3_golden_same_geometry,12,m128n320_cluster_m2,128,320,64,2,120,60,13,14,52,False,False,0.9381,0.9361,0.9474,587.2832110757398,1.30697608,1.3961927999145392,1.373888016,1.4676722743296655,1.1209759712219238,1.142031991481781,1.1974959632752096,cuBLASLt+NCCL,2.111199975013733,2.255314576448812,0.8478720188,648.394806879078,90.57494058327102,0,model,32,128,,False,90.57494058327102,90.57494058327102,,,,,,,,
llama3_8b,Llama 3/3.1 8B,262144,4,65536,4096,4096,v3_golden_same_geometry,8,m128n320_cluster_m2,128,320,64,2,124,62,13,54,42,False,False,3.145738239,3.190351963,3.203927994,689.2729332233868,3.190351963,1.0,4.359824181,1.3665652666423374,3.6769120693206787,3.7016080260276794,1.152509852192969,cuBLASLt+NCCL,6.406031847000122,2.007938911221665,2.951904058,744.950788489346,92.52596867789538,0,model,32,128,,False,92.52596867789538,92.52596867789538,,,,,,,,
llama3_8b,Llama 3/3.1 8B,262144,8,32768,4096,4096,v3_golden_same_geometry,8,m128n320_cluster_m2,128,320,64,2,124,62,13,27,52,False,False,1.771365125,1.769024014,1.78966558,621.5357276523664,1.769024014,1.0,2.708335876,1.5309774511630796,2.1101280450820923,2.125880002975464,1.1928204639296052,cuBLASLt+NCCL,3.0956640243530273,1.7499276436351572,1.619215965,679.0395176075231,91.53159890343919,0,model,32,128,,False,91.53159890343919,91.53159890343919,,,,,,,,
llama3_8b,Llama 3/3.1 8B,524288,4,131072,4096,4096,v3_golden_same_geometry,8,m128n320_cluster_m2,128,320,64,2,124,62,13,108,22,False,False,6.363459196,6.369456291,6.469401836,690.4900999663678,6.369456291,1.0,8.638975143,1.3563128072967257,7.515007972717285,7.560009527206422,1.1798507799379898,cuBLASLt+NCCL,12.64518404006958,1.9852846871619392,5.88977623,746.7255697597191,92.46905796845196,0,model,32,128,,False,92.46905796845196,92.46905796845196,,,,,,,,
llama3_8b,Llama 3/3.1 8B,524288,8,65536,4096,4096,v3_golden_same_geometry,8,m128n320_cluster_m2,128,320,64,2,124,62,13,54,42,False,False,3.497522578,3.498415947,3.509927988,628.5768441679243,3.498415947,1.0,5.314975739,1.51925208995167,4.193040132522583,4.253660941123963,1.1985539158424672,cuBLASLt+NCCL,7.766703844070435,2.220063011869879,3.191215992,689.0863110064284,91.2188842134843,0,model,32,128,,False,91.2188842134843,91.2188842134843,,,,,,,,
qwen25_14b_32b,Qwen2.5 14B/32B,1024,4,256,5120,5120,v3_golden_same_geometry,4,m128n128,128,128,64,1,128,128,40,1,80,True,False,0.04365184002,0.04335999861,0.04549599811,309.5427405503784,0.04335999861,1.0,0.04366400093,1.0070111238409931,0.04841599985957146,0.0508992001414299,1.1166051986082262,TE+NCCL,0.07467200234532356,1.722140330698769,0.03158399835,424.9548347636612,72.84132694302225,0,model,40,128,,False,72.84132694302225,72.84132694302225,,,,,,,,
qwen25_14b_32b,Qwen2.5 14B/32B,1024,8,128,5120,5120,v3_golden_same_geometry,4,m64n128,64,128,64,1,128,128,40,1,80,True,False,0.03816575997,0.03806399927,0.03975680098,176.30534175869323,0.03806399927,1.0,0.03875200078,1.0180748613701829,0.06361600011587143,0.0661040000617504,1.6712904932722121,cuBLASLt+NCCL,0.059887999668717384,1.5733501685913989,0.02800000086,239.674506924283,73.56032313206798,0,model,40,128,,False,73.56032313206798,73.56032313206798,,,,,,,,
qwen25_14b_32b,Qwen2.5 14B/32B,4096,4,1024,5120,5120,v3_golden_same_geometry,13,m128n128,128,128,64,1,119,119,40,3,82,False,False,0.1036,0.1036,0.1047,518.215166023166,0.112560004,1.0864865250965252,0.1118720025,1.079845583976834,0.10630399733781815,0.11198239848017691,1.02610036040365,cuBLASLt+NCCL,0.18752000480890274,1.8100386564565902,0.07391999662,726.2864401359329,71.35134808880309,0,model,40,128,,False,71.35134808880309,71.35134808880309,,,,,,,,
qwen25_14b_32b,Qwen2.5 14B/32B,4096,8,512,5120,5120,v3_golden_same_geometry,4,m128n160,128,160,64,1,128,128,32,1,128,True,True,0.08296191961,0.08292800188,0.08475999534,323.6970021156863,0.08292800188,1.0,0.08276799321,0.9980705109688819,0.1292639970779419,0.1371439978480339,1.558749688253575,cuBLASLt+NCCL,0.11158400028944016,1.3455527416530122,0.05643200129,475.679490118611,68.04939225674251,0,model,40,128,,False,68.04939225674251,68.04939225674251,,,,,,,,
qwen25_14b_32b,Qwen2.5 14B/32B,16384,4,4096,5120,5120,v3_golden_same_geometry,4,m128n320_cluster_m2,128,320,64,2,128,64,16,4,64,True,True,0.3585964799,0.357648015,0.3649168015,600.4461252217491,0.357648015,1.0,0.3644800186,1.019102590573584,0.3604799956083298,0.3908784061670303,1.0079183456626477,cuBLASLt+NCCL,0.626224011182785,1.7509506132245276,0.2823039889,760.6990097333335,78.93347007671775,0,model,40,128,,False,78.93347007671775,78.93347007671775,,,,,,,,
qwen25_14b_32b,Qwen2.5 14B/32B,16384,8,2048,5120,5120,v3_golden_same_geometry,4,m128n320_cluster_m2,128,320,64,2,128,64,16,2,64,True,True,0.2582630408,0.2580960095,0.2619968057,416.02418653435245,0.2580960095,1.0,0.2818560004,1.0920587301835054,0.2799680083990097,0.28334079682826996,1.0847436538882624,cuBLASLt+NCCL,0.43724799156188965,1.6941292211722074,0.1811999977,592.5727580734953,70.20643133965231,0,model,40,128,,False,70.20643133965231,70.20643133965231,,,,,,,,
qwen25_14b_32b,Qwen2.5 14B/32B,131072,4,32768,5120,5120,v3_golden_same_geometry,6,m128n320_cluster_m2,128,320,64,2,126,63,16,33,32,False,False,2.321507206,2.364448071,2.397958279,726.5910972929124,2.364448071,1.0,2.722048044,1.1512403581140016,2.7995519638061523,2.838547241687775,1.184019221290038,TE+NCCL,3.7832798957824707,1.600068930328591,2.1947999,782.7533245285823,92.82504136670464,0,model,40,128,,False,92.82504136670464,92.82504136670464,,,,,,,,
qwen25_14b_32b,Qwen2.5 14B/32B,131072,8,16384,5120,5120,v3_golden_same_geometry,6,m128n320_cluster_m2,128,320,64,2,126,63,16,17,16,False,False,1.3929,1.393,1.3997,616.6500066044508,1.783087969,1.2800344357501796,1.834272027,1.3167781959798994,1.5952479839324951,1.614467203617096,1.1451887896141386,cuBLASLt+NCCL,2.0675359964370728,1.4842325889713373,1.281087995,670.5187017227493,91.966115936827,0,model,40,128,,False,91.966115936827,91.966115936827,,,,,,,,
qwen25_14b_32b,Qwen2.5 14B/32B,262144,4,65536,5120,5120,v3_golden_same_geometry,6,m128n320_cluster_m2,128,320,64,2,126,63,16,66,1,False,False,4.765218601,4.788831711,4.801460743,717.4973029241203,4.788831711,1.0,5.435472012,1.1350309094209052,5.719760179519653,5.797926449775696,1.1943957367266216,TE+NCCL,7.2122719287872314,1.5060608440719605,4.386127949,783.3729149609904,91.5907723156154,0,model,40,128,,False,91.5907723156154,91.5907723156154,,,,,,,,
qwen25_14b_32b,Qwen2.5 14B/32B,262144,8,32768,5120,5120,v3_golden_same_geometry,8,m128n320_cluster_m2,128,320,64,2,124,62,16,34,2,False,False,2.731374731,2.733103991,2.748828888,628.5845412605086,2.733103991,1.0,3.567888021,1.305434419161843,3.012735962867737,3.0760112047195434,1.1023129645957686,cuBLASLt+NCCL,5.531264066696167,2.0238030038046095,2.447455883,701.9480638376843,89.5485825295844,0,model,40,128,,False,89.5485825295844,89.5485825295844,,,,,,,,
qwen25_14b_32b,Qwen2.5 14B/32B,524288,4,131072,5120,5120,v3_golden_same_geometry,6,m128n320_cluster_m2,128,320,64,2,126,63,16,131,2,False,False,9.562650871,9.511631966,9.666193962,722.4782979581487,9.511631966,1.0,10.81324768,1.136844625470447,11.256192207336426,11.372284889221191,1.1834133456353737,cuBLASLt+NCCL,18.073023796081543,1.9000970454581132,9.372768402,733.1822764481874,98.540065842577,0,model,40,128,,False,98.540065842577,98.540065842577,,,,,,,,
qwen25_14b_32b,Qwen2.5 14B/32B,524288,8,65536,5120,5120,v3_golden_same_geometry,8,m128n320_cluster_m2,128,320,64,2,124,62,16,67,4,False,False,5.349253111,5.352848053,5.378229141,641.8963891333158,5.352848053,1.0,7.107279778,1.3277566834755807,6.004479885101318,6.149176025390625,1.1217355369794426,cuBLASLt+NCCL,7.9599199295043945,1.4870438784533149,4.950160027,694.1136888623662,92.47712578401486,0,model,40,128,,False,92.47712578401486,92.47712578401486,,,,,,,,
llama31_405b,Llama 3.1 405B,1024,4,256,16384,16384,new_geometry_manual_comm_ctas,14,m128n160,128,160,64,1,,118,103,2,88,False,False,0.2928812802,0.2926720083,0.2957952023,469.60060946832954,,,,,,,,,,,0.1798239946,764.297077137669,,0,model,128,128,,False,61.442156919794506,61.04308124228633,88,0.1786560118,769.2937510877538,0.2899680138,0.289440006,0.03889600188,0.3256320059,0.9217848982
llama31_405b,Llama 3.1 405B,1024,8,128,16384,16384,new_geometry_manual_comm_ctas,12,m128n160,128,160,64,1,,120,103,1,103,True,False,0.1742284802,0.173999995,0.1758255959,394.9395328201016,,,,,,,,,,,0.1505440027,456.47435635773746,,0,model,128,128,,False,86.51954426780301,85.673560737746,103,0.1490719914,460.9818121474427,0.1544159949,0.1546719968,0.08651199937,0.2582080066,0.7715668925
llama31_405b,Llama 3.1 405B,4096,4,1024,16384,16384,new_geometry_manual_comm_ctas,4,m128n256_cluster_m2,128,256,64,2,,64,64,4,64,True,True,0.7287500823,0.7201279998,0.7488847971,763.4140236745174,,,,,,,,,,,0.7022719979,782.8246256890944,,0,model,128,128,,False,97.52044054599195,97.52044054599195,128,0.7251360416,758.1416208122456,0.8140159845,0.8197280169,0.2636319995,0.9694399834,1.325109736
llama31_405b,Llama 3.1 405B,4096,8,512,16384,16384,new_geometry_manual_comm_ctas,4,m128n256_cluster_m2,128,256,64,2,,64,64,2,64,True,True,0.4404147184,0.4405919909,0.4431551993,623.8831223021217,,,,,,,,,,,0.4186719954,656.5471537722057,,0,model,128,128,,False,95.0248765404873,94.84330635389223,128,0.4178720117,657.8040626021664,0.422720015,0.4218720198,0.1507200003,0.5886399746,0.8845365172
llama31_405b,Llama 3.1 405B,16384,4,4096,16384,16384,new_geometry_manual_comm_ctas,4,m128n256_cluster_m2,128,256,64,2,,64,64,16,64,True,True,3.196472321,3.245520115,3.316051245,677.556501772598,,,,,,,,,,,2.923920155,752.0804738089711,,0,model,128,128,,False,90.09095773236332,90.09095773236332,128,2.95686388,743.7012134464572,3.217664003,3.161375999,0.9837120175,3.8218081,1.008578879
llama31_405b,Llama 3.1 405B,16384,8,2048,16384,16384,new_geometry_manual_comm_ctas,4,m128n256_cluster_m2,128,256,64,2,,64,64,8,64,True,True,1.641236482,1.638112068,1.65915525,671.2065976770522,,,,,,,,,,,1.587487936,692.6110131875672,,0,model,128,128,,False,96.90960508814223,96.48082300801413,128,1.580464005,695.6891294566369,1.624704003,1.623296022,0.576128006,2.218863964,0.9750033815
llama31_405b,Llama 3.1 405B,131072,4,32768,16384,16384,new_geometry_manual_comm_ctas,4,m128n256_cluster_m2,128,256,64,2,,64,64,128,64,True,True,27.21703747,26.20742416,33.03905106,671.2672690384694,,,,,,,,,,,22.97604752,765.6750374102638,,0,model,128,128,,False,87.66999526442588,86.883655146672,128,22.76996803,772.604775783517,25.97883224,26.23435211,7.44727993,32.23577881,0.8567334764
llama31_405b,Llama 3.1 405B,131072,8,16384,16384,16384,new_geometry_manual_comm_ctas,4,m128n256_cluster_m2,128,256,64,2,,64,64,64,64,True,True,13.14319237,13.06395149,13.4905901,673.3102942812595,,,,,,,,,,,12.47415924,705.1451607257179,,0,model,128,128,,False,95.48534568234224,93.80463445061368,128,12.25459194,717.7793487759333,12.77009583,13.41767979,4.410128117,16.97056007,0.9754355619
llama31_405b,Llama 3.1 405B,262144,4,65536,16384,16384,new_geometry_manual_comm_ctas,4,m128n256_cluster_m2,128,256,64,2,,64,64,256,64,True,True,54.80319504,53.30809784,61.19921112,660.0192750158724,,,,,,,,,,,46.42205048,757.9236962828791,,0,model,128,128,,False,87.08254910788992,86.9043517910674,128,46.32705688,759.4778183291319,51.95146942,52.50524902,14.81624031,64.91317749,0.8133352521
llama31_405b,Llama 3.1 405B,262144,8,32768,16384,16384,new_geometry_manual_comm_ctas,4,m128n256_cluster_m2,128,256,64,2,,64,64,128,64,True,True,27.5169133,26.60777664,33.27931595,661.1670821818805,,,,,,,,,,,24.59073639,715.3989114197486,,0,model,128,128,,False,92.41935815498488,92.41935815498488,128,24.63577652,714.0909899931175,26.17185593,26.52494431,8.732768059,33.73600006,0.8698905347
llama31_405b,Llama 3.1 405B,524288,4,131072,16384,16384,new_geometry_manual_comm_ctas,4,m128n256_cluster_m2,128,256,64,2,,64,64,512,64,True,True,109.1025777,108.7886505,114.0069733,646.8390209295225,,,,,,,,,,,93.98918152,748.6898283361495,,0,model,128,128,,False,86.39612780195301,86.39612780195301,128,94.71905518,742.9206725503996,104.4545898,105.4468613,29.54918289,132.3611755,0.8436364678
llama31_405b,Llama 3.1 405B,524288,8,65536,16384,16384,new_geometry_manual_comm_ctas,4,m128n256_cluster_m2,128,256,64,2,,64,64,256,64,True,True,55.30143372,53.90055847,61.02301025,652.7645183567984,,,,,,,,,,,48.99019241,718.192159654594,,0,model,128,128,,False,90.88995327806666,90.88995327806666,128,48.99716949,718.089890805078,52.55696106,53.05780792,17.37852859,67.74342346,0.8400097099
nanbeige42_3b,Nanbeige4.2-3B,1024,4,256,3072,6144,new_geometry_manual_comm_ctas,9,m64n128,64,128,64,1,,123,24,1,96,True,False,0.03788224012,0.03742399812,0.03833119944,258.2213793676836,,,,,,,,,,,0.02559999935,377.48736958464025,,0,model,48,128,262144,False,68.40530311035617,66.52415784163684,96,0.02489599958,388.1618163169972,0.03468799964,0.03489600122,0.02092799917,0.05076799914,0.8490097375
nanbeige42_3b,Nanbeige4.2-3B,1024,8,128,3072,6144,new_geometry_manual_comm_ctas,6,m64n128,64,128,64,1,,126,24,1,48,True,False,0.0371072001,0.03710399941,0.03771679848,130.2241883579202,,,,,,,,,,,0.02537599951,190.40976912440047,,0,model,48,128,262144,False,68.39154784796824,66.27857207051417,48,0.02459200099,196.4800753694179,0.02988800034,0.0299360007,0.02038400061,0.04622399807,0.6515898489
nanbeige42_3b,Nanbeige4.2-3B,4096,4,1024,3072,6144,new_geometry_manual_comm_ctas,14,m128n128,128,128,64,1,,118,24,2,74,False,False,0.08904512033,0.08883199841,0.09235520661,435.1439386243568,,,,,,,,,,,0.05545600131,697.0337700318407,,0,model,48,128,262144,False,62.42795648257893,62.17579318105537,74,0.05523199961,699.86069555594,0.07550400496,0.06931199878,0.04904000089,0.1193120033,0.7282117164
nanbeige42_3b,Nanbeige4.2-3B,4096,8,512,3072,6144,new_geometry_manual_comm_ctas,11,m128n128,128,128,64,1,,121,24,1,96,True,False,0.0564838399,0.05660799891,0.05731679872,341.4244135838152,,,,,,,,,,,0.04208000004,459.3002094493344,,0,model,48,128,262144,False,74.33578443022198,72.80949990040905,96,0.04121600091,468.9283871621498,0.04988799989,0.04940799996,0.03753599897,0.08079999685,0.8276269272
nanbeige42_3b,Nanbeige4.2-3B,16384,4,4096,3072,6144,new_geometry_manual_comm_ctas,14,m128n320_cluster_m2,128,320,64,2,,59,10,3,42,False,False,0.2544031996,0.2541279793,0.257379204,608.4289619816766,,,,,,,,,,,0.1974560022,783.0545586524591,,0,model,48,128,262144,False,77.69943425509307,77.18945550203729,84,0.1961600035,788.2280785950333,0.2366880029,0.233040005,0.1552000046,0.3866719902,0.8870749502
nanbeige42_3b,Nanbeige4.2-3B,16384,8,2048,3072,6144,new_geometry_manual_comm_ctas,13,m128n160,128,160,64,1,,119,20,3,82,False,False,0.1775705597,0.1777279973,0.179775998,434.9872417540599,,,,,,,,,,,0.1349440068,572.8999246523041,,0,model,48,128,262144,False,75.92726461223675,74.75693217638029,82,0.1328639984,581.8687700128706,0.161807999,0.1608960032,0.1060959995,0.2643840015,0.8521221042
nanbeige42_3b,Nanbeige4.2-3B,131072,4,32768,3072,6144,new_geometry_manual_comm_ctas,10,m128n320_cluster_m2,128,320,64,2,,61,10,21,60,False,False,1.740329609,1.785952091,1.790017605,692.6000912798282,,,,,,,,,,,1.607520103,769.4775194036873,,0,model,48,128,262144,False,90.00913916452869,89.99748493253395,120,1.607311964,769.5771629607555,1.711935997,1.734879971,1.292592049,2.778399944,0.9750752644
nanbeige42_3b,Nanbeige4.2-3B,131072,8,16384,3072,6144,new_geometry_manual_comm_ctas,12,m128n320_cluster_m2,128,320,64,2,,60,10,11,40,True,False,1.088613117,1.088271976,1.097692847,568.3094890463301,,,,,,,,,,,0.910687983,679.1297372637011,,0,model,48,128,262144,False,83.68202095465887,83.68202095465887,80,0.9151359797,675.828843301242,0.9639999866,1.053855896,0.7397119999,1.694800019,0.8330322294
nanbeige42_3b,Nanbeige4.2-3B,262144,4,65536,3072,6144,new_geometry_manual_comm_ctas,10,m128n320_cluster_m2,128,320,64,2,,61,10,42,59,False,False,3.604025588,3.639343977,3.672963142,679.7656880280102,,,,,,,,,,,3.298319817,750.0489036100042,,0,model,48,128,262144,False,90.62951558975432,87.8637480328505,118,3.197664022,773.6588789427234,3.313168049,3.417504072,2.532320023,5.460608006,0.886470855
nanbeige42_3b,Nanbeige4.2-3B,262144,8,32768,3072,6144,new_geometry_manual_comm_ctas,10,m128n320_cluster_m2,128,320,64,2,,61,10,21,60,False,False,2.048506241,2.048784018,2.062476873,603.74864816424,,,,,,,,,,,1.780719995,694.6350828435551,,0,model,48,128,262144,False,86.9159452316657,86.40520554861142,120,1.770256042,698.7410588642973,1.91129601,1.992320061,1.583263993,3.495615959,0.9160150984
nanbeige42_3b,Nanbeige4.2-3B,524288,4,131072,3072,6144,new_geometry_manual_comm_ctas,10,m128n320_cluster_m2,128,320,64,2,,61,10,84,57,False,False,7.370737934,7.386480331,7.452273846,669.8457321042043,,,,,,,,,,,6.43414402,768.9915410056363,,0,model,48,128,262144,True,87.10703517339401,87.10703517339401,114,6.641440392,744.9893446234818,6.616799831,6.993920326,5.023407936,10.9014082,0.8583172455
nanbeige42_3b,Nanbeige4.2-3B,524288,8,65536,3072,6144,new_geometry_manual_comm_ctas,10,m128n320_cluster_m2,128,320,64,2,,61,10,42,59,False,False,4.015833592,4.02131176,4.038817406,615.1975549630104,,,,,,,,,,,3.520672083,702.6786659403859,,0,model,48,128,262144,True,87.55033912118269,87.55033912118269,118,3.533328056,700.161752117817,3.705456018,3.983039856,3.1358881,6.856368065,0.8992118111
