model,suite,aliases,global_seq,cp,m,n,k,q_heads,kv_heads,head_dim,max_context,within_native_context,result_source,comm_sm,streams,push,use_ce,pack_block,pack_warps,reverse,local_first,math_sm,p50_ms,p95_ms,p50_tflops_per_gpu,correctness_scope,max_abs,remote_recv_mismatches,post_graph_max_abs
qwen25_14b_32b,model,Qwen2.5 14B/32B; Llama 4 uses the same QKV shape,4096,4,1024,7168,5120,40,8,128,,True,adapted_te_userbuffers_formal_10w50i,8,1,True,False,1024,4,False,False,124,0.15438400208950043,0.15906080082058904,486.8504939807602,same_head_geometry_s1k,,,
qwen25_14b_32b,model,Qwen2.5 14B/32B; Llama 4 uses the same QKV shape,4096,8,512,7168,5120,40,8,128,,True,adapted_te_userbuffers_formal_10w50i,8,1,True,False,1024,4,False,False,124,0.1502240002155304,0.15271680057048798,250.16617708276698,same_head_geometry_s1k,,,
qwen25_14b_32b,model,Qwen2.5 14B/32B; Llama 4 uses the same QKV shape,16384,4,4096,7168,5120,40,8,128,,True,adapted_te_userbuffers_formal_10w50i,8,1,True,True,512,4,False,False,124,0.5313119888305664,0.5426335990428924,565.859075346172,same_head_geometry_s1k,,,
qwen25_14b_32b,model,Qwen2.5 14B/32B; Llama 4 uses the same QKV shape,16384,8,2048,7168,5120,40,8,128,,True,adapted_te_userbuffers_formal_10w50i,8,1,True,False,1024,4,False,False,124,0.3697279989719391,0.3721136063337326,406.5795822279853,same_head_geometry_s1k,,,
qwen25_14b_32b,model,Qwen2.5 14B/32B; Llama 4 uses the same QKV shape,131072,4,32768,7168,5120,40,8,128,,True,adapted_te_userbuffers_formal_10w50i,4,1,True,True,512,4,False,False,128,4.326031923294067,4.378206443786621,555.978718698074,same_head_geometry_s1k,,,
qwen25_14b_32b,model,Qwen2.5 14B/32B; Llama 4 uses the same QKV shape,131072,8,16384,7168,5120,40,8,128,,True,adapted_te_userbuffers_formal_10w50i,8,1,True,False,1024,4,False,False,124,2.403856039047241,2.4451903343200683,500.27573338237096,same_head_geometry_s1k,,,
qwen25_14b_32b,model,Qwen2.5 14B/32B; Llama 4 uses the same QKV shape,262144,4,65536,7168,5120,40,8,128,,True,adapted_te_userbuffers_formal_10w50i,4,1,False,False,512,4,False,False,128,8.681727886199951,10.590840101242065,554.0790306462286,same_head_geometry_s1k,,,
qwen25_14b_32b,model,Qwen2.5 14B/32B; Llama 4 uses the same QKV shape,262144,8,32768,7168,5120,40,8,128,,True,adapted_te_userbuffers_formal_10w50i,8,1,True,False,1024,4,False,False,124,4.742480039596558,4.841240048408508,507.15694440004614,same_head_geometry_s1k,,,
qwen25_14b_32b,model,Qwen2.5 14B/32B; Llama 4 uses the same QKV shape,524288,4,131072,7168,5120,40,8,128,,True,adapted_te_userbuffers_formal_10w50i,4,1,False,False,512,4,False,False,128,17.898751258850098,20.712997245788575,537.5082654597481,same_head_geometry_s1k,,,
qwen25_14b_32b,model,Qwen2.5 14B/32B; Llama 4 uses the same QKV shape,524288,8,65536,7168,5120,40,8,128,,True,adapted_te_userbuffers_formal_10w50i,8,1,True,False,1024,4,False,False,124,9.285119533538818,9.476502227783204,518.0723149706869,same_head_geometry_s1k,,,
llama31_405b,model,Llama 3.1 405B,1024,4,256,18432,16384,128,8,128,,True,adapted_te_userbuffers_formal_10w50i,4,1,True,False,1024,4,False,False,128,0.27161601185798645,0.2745056048035622,569.2551834419908,exact,0.0,0,0.0
llama31_405b,model,Llama 3.1 405B,1024,8,128,18432,16384,128,8,128,,True,adapted_te_userbuffers_formal_10w50i,16,1,True,False,512,4,False,False,116,0.27376000583171844,0.2764207988977432,282.398486561702,exact,0.001953125,0,0.001953125
llama31_405b,model,Llama 3.1 405B,4096,4,1024,18432,16384,128,8,128,,True,adapted_te_userbuffers_formal_10w50i,8,1,True,False,1024,4,False,False,124,0.9214879870414734,0.9633968144655228,671.1702152620295,same_head_geometry_s1k,,,
llama31_405b,model,Llama 3.1 405B,4096,8,512,18432,16384,128,8,128,,True,adapted_te_userbuffers_formal_10w50i,4,1,True,False,1024,4,False,False,128,0.6090239882469177,0.6128991931676865,507.7593843259672,same_head_geometry_s1k,,,
llama31_405b,model,Llama 3.1 405B,16384,4,4096,18432,16384,128,8,128,,True,adapted_te_userbuffers_formal_10w50i,4,1,True,True,512,4,False,False,128,3.9810879230499268,4.077249574661255,621.4133448730101,same_head_geometry_s1k,,,
llama31_405b,model,Llama 3.1 405B,16384,8,2048,18432,16384,128,8,128,,True,adapted_te_userbuffers_formal_10w50i,4,1,True,True,512,4,False,False,128,2.083407998085022,2.113111972808838,593.7150007991479,same_head_geometry_s1k,,,
llama31_405b,model,Llama 3.1 405B,131072,4,32768,18432,16384,128,8,128,,True,adapted_te_userbuffers_formal_10w50i,4,1,False,False,512,4,False,False,128,31.946112632751465,35.24505214691162,619.5185476081324,same_head_geometry_s1k,,,
llama31_405b,model,Llama 3.1 405B,131072,8,16384,18432,16384,128,8,128,,True,adapted_te_userbuffers_formal_10w50i,4,1,False,False,512,4,False,False,128,16.031295776367188,19.85783405303955,617.267923193818,same_head_geometry_s1k,,,
llama31_405b,model,Llama 3.1 405B,262144,4,65536,18432,16384,128,8,128,,True,adapted_te_userbuffers_formal_10w50i,4,1,False,False,512,4,False,False,128,64.6260986328125,67.66217308044433,612.4834925411835,same_head_geometry_s1k,,,
llama31_405b,model,Llama 3.1 405B,262144,8,32768,18432,16384,128,8,128,,True,adapted_te_userbuffers_formal_10w50i,4,1,True,True,512,4,False,False,128,32.008063316345215,35.20587387084961,618.3194873231033,same_head_geometry_s1k,,,
llama31_405b,model,Llama 3.1 405B,524288,4,131072,18432,16384,128,8,128,,True,adapted_te_userbuffers_formal_10w50i,4,1,True,True,512,4,False,False,128,130.39297485351562,133.77492675781252,607.1250179605637,same_head_geometry_s1k,,,
llama31_405b,model,Llama 3.1 405B,524288,8,65536,18432,16384,128,8,128,,True,adapted_te_userbuffers_formal_10w50i,4,1,True,False,512,4,True,False,128,65.22315216064453,67.72053527832031,606.876811204165,same_head_geometry_s1k,,,
