operator,model,suite,aliases,global_seq,cp,local_tokens,hidden,projection_width,q_heads,kv_heads,head_dim,warmup,iterations,timing,qkv_pack_kernel,te_nccl_schema,te_nccl_numerical_contract,te_nccl_determinism_contract,transformer_engine_version,transformer_engine_path,torch_version,torch_cuda_version,nccl_version,device_names,device_sm_counts,cublas_workspace_config,eager_immediate_te_nccl_p50_ms,eager_immediate_te_nccl_p95_ms,eager_immediate_te_nccl_p50_tflops_per_gpu,eager_immediate_te_nccl_data_p50_ms,eager_immediate_te_nccl_weight_p50_ms,eager_immediate_fused_p50_ms,eager_immediate_fused_p95_ms,eager_immediate_fused_p50_tflops_per_gpu,eager_immediate_fused_speedup_over_te_nccl,eager_immediate_forward_p50_tflops_per_gpu,eager_immediate_cublas_p50_ms,eager_immediate_cublas_p50_tflops_per_gpu,eager_immediate_fused_throughput_as_forward_percent,eager_immediate_fused_throughput_as_cublas_percent,eager_immediate_te_nccl_throughput_as_forward_percent,eager_immediate_te_nccl_as_cublas_percent,eager_immediate_te_nccl_config,eager_immediate_te_nccl_beta,eager_deferred_te_nccl_p50_ms,eager_deferred_te_nccl_p95_ms,eager_deferred_te_nccl_p50_tflops_per_gpu,eager_deferred_te_nccl_data_p50_ms,eager_deferred_te_nccl_weight_p50_ms,eager_deferred_fused_p50_ms,eager_deferred_fused_p95_ms,eager_deferred_fused_p50_tflops_per_gpu,eager_deferred_fused_speedup_over_te_nccl,eager_deferred_forward_p50_tflops_per_gpu,eager_deferred_cublas_p50_ms,eager_deferred_cublas_p50_tflops_per_gpu,eager_deferred_fused_throughput_as_forward_percent,eager_deferred_fused_throughput_as_cublas_percent,eager_deferred_te_nccl_throughput_as_forward_percent,eager_deferred_te_nccl_as_cublas_percent,eager_deferred_te_nccl_config,eager_deferred_te_nccl_beta,graph_immediate_te_nccl_p50_ms,graph_immediate_te_nccl_p95_ms,graph_immediate_te_nccl_p50_tflops_per_gpu,graph_immediate_te_nccl_data_p50_ms,graph_immediate_te_nccl_weight_p50_ms,graph_immediate_fused_p50_ms,graph_immediate_fused_p95_ms,graph_immediate_fused_p50_tflops_per_gpu,graph_immediate_fused_speedup_over_te_nccl,graph_immediate_forward_p50_tflops_per_gpu,graph_immediate_cublas_p50_ms,graph_immediate_cublas_p50_tflops_per_gpu,graph_immediate_fused_throughput_as_forward_percent,graph_immediate_fused_throughput_as_cublas_percent,graph_immediate_te_nccl_throughput_as_forward_percent,graph_immediate_te_nccl_as_cublas_percent,graph_immediate_te_nccl_config,graph_immediate_te_nccl_beta,graph_deferred_te_nccl_p50_ms,graph_deferred_te_nccl_p95_ms,graph_deferred_te_nccl_p50_tflops_per_gpu,graph_deferred_te_nccl_data_p50_ms,graph_deferred_te_nccl_weight_p50_ms,graph_deferred_fused_p50_ms,graph_deferred_fused_p95_ms,graph_deferred_fused_p50_tflops_per_gpu,graph_deferred_fused_speedup_over_te_nccl,graph_deferred_forward_p50_tflops_per_gpu,graph_deferred_cublas_p50_ms,graph_deferred_cublas_p50_tflops_per_gpu,graph_deferred_fused_throughput_as_forward_percent,graph_deferred_fused_throughput_as_cublas_percent,graph_deferred_te_nccl_throughput_as_forward_percent,graph_deferred_te_nccl_as_cublas_percent,graph_deferred_te_nccl_config,graph_deferred_te_nccl_beta
qkv,artificial_medium,artificial,Mx5120x5120 QKV stress shape,1024,4,256,5120,5120,24,8,128,10,50,per-sample max-rank CUDA-event critical path,branch_masked_v1,v10_backward_te_nccl_v2,complete_route_then_single_full_gemm,repeat_route_dgrad_wgrad_exact_at_s1k,2.19.0.dev0+a7aec214,/tmp/TransformerEngine-v10-clean/transformer_engine/__init__.py,2.9.0+cu128,12.8,2.27.5,NVIDIA L20X|NVIDIA L20X|NVIDIA L20X|NVIDIA L20X,132|132|132|132,:4096:8,0.1884159967303276,0.20499839484691618,142.46956768973342,,,0.09435200691,0.09609439969,284.5042355654966,1.9969474195716144,269.9037395224415,0.07017600536,382.5174354438347,105.40951973058567,74.37680199737471,52.78532559119567,37.245248056320904,ch8_chunk512_ll64_hp_eager_pb512_pw4,0,0.24406400322914124,0.27853120006620885,109.98568098875992,0.1743839979171753,0.0692799985408783,0.1154239923,0.1387231946,232.5646953038203,2.114499753177756,269.9037395224415,0.07963199914,337.0949604418031,86.16579218773046,68.9908549801565,40.7499655926831,32.627506754954325,ch8_chunk512_ll64_hp_eager_pb256_pw4,1,0.10631999745965004,0.10992479845881462,252.4788021198694,,,0.08838400245,0.09017920494,303.7149807193417,1.202932595407146,307.1624963525238,0.07017600536,382.5174354438347,98.87762481614115,79.3989901053638,82.19714487217375,66.00452129114544,ch8_chunk512_ll64_normal_graph_pb256_pw4,0,0.11819200217723846,0.1220032002776861,227.1181222545493,0.07172800227999687,0.046480000019073486,0.1010880023,0.1026192009,265.54630608226,1.1691991085794606,307.1624963525238,0.07963199914,337.0949604418031,86.45140902146407,78.77492613186205,73.94070726456485,67.37511648257332,ch8_chunk512_ll64_normal_graph_pb256_pw4,1
qkv,artificial_medium,artificial,Mx5120x5120 QKV stress shape,16384,4,4096,5120,5120,24,8,128,10,50,per-sample max-rank CUDA-event critical path,branch_masked_v1,v10_backward_te_nccl_v2,complete_route_then_single_full_gemm,repeat_route_dgrad_wgrad_exact_at_s1k,2.19.0.dev0+a7aec214,/tmp/TransformerEngine-v10-clean/transformer_engine/__init__.py,2.9.0+cu128,12.8,2.27.5,NVIDIA L20X|NVIDIA L20X|NVIDIA L20X|NVIDIA L20X,132|132|132|132,:4096:8,0.8248160183429718,0.8365456104278564,520.7182208498384,,,0.6152000427,0.6170160174,698.1415796315907,1.3407281552241217,620.1151738705563,0.5386239886,797.3962145955561,112.58256676320612,87.55265786980091,83.97121096064872,65.30231913803976,ch16_chunk512_ll64_hp_eager_pb512_pw4,0,0.853632003068924,0.8706096068024635,503.14037905783806,0.545087993144989,0.3078719973564148,0.6351840496,0.6381679773,676.1768181528972,1.3439128447990611,620.1151738705563,0.5477600098,784.0965421276726,109.04052128452565,86.23642393806105,81.13660175696076,64.16816705919268,ch16_chunk512_ll64_hp_eager_pb512_pw4,1,0.8026399910449982,0.8084208041429519,535.1050712546931,,,0.6086879969,0.6131520271,705.6106441845296,1.3186394263280703,639.4060871635976,0.5386239886,797.3962145955561,110.3540704960466,88.48933958664695,83.68782875189956,67.10654771870236,ch16_chunk512_ll64_hp_graph_pb512_pw4,0,0.8068479895591736,0.8109440118074418,532.314308466776,0.5208320021629333,0.28595200181007385,0.6422079802,0.6460927725,668.7813649812382,1.2563655613682976,639.4060871635976,0.5477600098,784.0965421276726,104.59415047922818,85.2932424834418,83.2513670346993,67.88887335510026,ch16_chunk512_ll64_hp_graph_pb512_pw4,1
qkv,artificial_medium,artificial,Mx5120x5120 QKV stress shape,131072,4,32768,5120,5120,24,8,128,10,50,per-sample max-rank CUDA-event critical path,branch_masked_v1,v10_backward_te_nccl_v2,complete_route_then_single_full_gemm,repeat_route_dgrad_wgrad_exact_at_s1k,2.19.0.dev0+a7aec214,/tmp/TransformerEngine-v10-clean/transformer_engine/__init__.py,2.9.0+cu128,12.8,2.27.5,NVIDIA L20X|NVIDIA L20X|NVIDIA L20X|NVIDIA L20X,132|132|132|132,:4096:8,6.268656015396118,6.4737870454788204,548.1196971665194,,,4.912384033,4.959115505,699.4513893291127,1.2760924173039134,688.4902303019401,4.568943977,752.0280078058835,101.59205730811395,93.00868878139683,79.61183369677435,72.88554302195648,ch16_chunk512_ll64_normal_eager_pb512_pw4,0,6.322191953659058,6.436828684806823,543.4782527935397,3.8994719982147217,2.4106720685958862,4.779503822,4.937515259,718.8976020866963,1.3227716074957578,688.4902303019401,4.59800005,747.275728455027,104.41652915995931,96.20245576194456,78.93768551446188,72.72794125364767,ch16_chunk512_ll64_normal_eager_pb512_pw4,1,6.291152000427246,7.1260799884796135,546.1597234602908,,,4.920080185,5.015708923,698.3572843538932,1.2786685915419174,666.4071671362709,4.568943977,752.0280078058835,104.79438379315764,92.86320151711105,81.95585977973266,72.62491792742749,ch16_chunk512_ll64_normal_graph_pb512_pw4,0,6.292800068855286,6.7050369620323185,546.0166856095641,3.9156640768051147,2.374768018722534,4.88931179,4.921737671,702.7520404461668,1.2870523172046031,666.4071671362709,4.59800005,747.275728455027,105.45385390527528,94.04186616619923,81.93439574726412,73.06763284530054,ch16_chunk512_ll64_normal_graph_pb512_pw4,1
qkv,nanbeige42_3b,model,Nanbeige4.2-3B,1024,4,256,3072,8192,48,8,128,10,50,per-sample max-rank CUDA-event critical path,branch_masked_v1,v10_backward_te_nccl_v2,complete_route_then_single_full_gemm,repeat_route_dgrad_wgrad_exact_at_s1k,2.19.0.dev0+a7aec214,/tmp/TransformerEngine-v10-clean/transformer_engine/__init__.py,2.9.0+cu128,12.8,2.27.5,NVIDIA L20X|NVIDIA L20X|NVIDIA L20X|NVIDIA L20X,132|132|132|132,:4096:8,0.19060800224542618,0.21127679795026777,135.1979112756184,,,0.1031680033,0.105521597,249.78484560823134,1.8475495904593724,265.0777966198426,0.08222399652,313.4097692482244,94.23076877557442,79.69912559119965,51.00310663495912,43.13774634400117,ch16_chunk512_ll64_normal_eager_pb256_pw4,0,0.21903999522328377,0.2447184007614851,117.6488510681847,0.15132799744606018,0.06678400188684464,0.113008,0.1147824004,228.03521676341498,1.9382698147324418,265.0777966198426,0.07915200293,325.57361560123945,86.02577042333284,70.04106163280477,44.38276331265461,36.135867721013454,ch16_chunk512_ll64_normal_eager_pb256_pw4,1,0.11643199995160103,0.11833439953625202,221.3292203750868,,,0.09699200094,0.09817440063,265.68999016672933,1.2004288892197075,298.48271000127903,0.08222399652,313.4097692482244,89.01352784072176,84.77399757003096,74.15143757376713,70.61975793096335,ch8_chunk512_ll64_normal_graph_pb512_pw4,0,0.12960000149905682,0.13390079885721207,198.84107621856427,0.08457600325345993,0.04464000090956688,0.1076480001,0.1088431999,239.38952653148266,1.2039239129260593,298.48271000127903,0.07915200293,325.57361560123945,80.20214186961009,73.52854010893975,66.61728453809341,61.07407562844515,ch8_chunk512_ll64_normal_graph_pb512_pw4,1
qkv,nanbeige42_3b,model,Nanbeige4.2-3B,16384,4,4096,3072,8192,48,8,128,10,50,per-sample max-rank CUDA-event critical path,branch_masked_v1,v10_backward_te_nccl_v2,complete_route_then_single_full_gemm,repeat_route_dgrad_wgrad_exact_at_s1k,2.19.0.dev0+a7aec214,/tmp/TransformerEngine-v10-clean/transformer_engine/__init__.py,2.9.0+cu128,12.8,2.27.5,NVIDIA L20X|NVIDIA L20X|NVIDIA L20X|NVIDIA L20X,132|132|132|132,:4096:8,0.8936800062656403,0.9031504034996032,461.3696821292001,,,0.5982879996,0.6017535925,689.1611743703106,1.4937287842362403,612.6623584380815,0.5069760084,813.2867307020282,112.48629279710522,84.73778660761225,75.3057007297484,56.72903106767109,ch16_chunk512_ll64_normal_eager_pb512_pw4,0,0.9229279905557632,0.9292528003454208,446.7486788083147,0.6274079978466034,0.29471999406814575,0.6099840403,0.6144351959,675.9469644701129,1.5130362920673341,612.6623584380815,0.5135519505,802.8727376355278,110.32944249967778,84.19104707189173,72.91923074028144,55.643772402086576,ch16_chunk512_ll64_normal_eager_pb512_pw4,1,0.862415999174118,0.8748095989227295,478.0950965785075,,,0.595263958,0.6084159613,692.6622297128899,1.4487959292407186,625.6932709282945,0.5069760084,813.2867307020282,110.70316110084397,85.16826889761063,76.41045841346407,58.78555231877647,ch16_chunk512_ll64_normal_graph_pb512_pw4,0,0.8713119924068451,0.8764815941452979,473.21380172565705,0.5987679958343506,0.27265599370002747,0.6053760052,0.6113168001,681.0921755641464,1.439290597781435,625.6932709282945,0.5135519505,802.8727376355278,108.85400358448167,84.83189721573721,75.6303165964347,58.9400759975085,ch16_chunk512_ll64_normal_graph_pb512_pw4,1
qkv,nanbeige42_3b,model,Nanbeige4.2-3B,131072,4,32768,3072,8192,48,8,128,10,50,per-sample max-rank CUDA-event critical path,branch_masked_v1,v10_backward_te_nccl_v2,complete_route_then_single_full_gemm,repeat_route_dgrad_wgrad_exact_at_s1k,2.19.0.dev0+a7aec214,/tmp/TransformerEngine-v10-clean/transformer_engine/__init__.py,2.9.0+cu128,12.8,2.27.5,NVIDIA L20X|NVIDIA L20X|NVIDIA L20X|NVIDIA L20X,132|132|132|132,:4096:8,6.779119968414307,6.879619121551514,486.5727260613084,,,4.582496166,4.650341988,719.8118151852699,1.4793509307683088,615.181616094993,4.35544014,757.3367506614384,117.00801785242562,95.04514531436708,79.0941590793855,64.24786934429741,ch16_chunk512_ll64_hp_eager_pb512_pw4,0,6.840736031532288,6.894353604316711,482.1900550062807,4.4884960651397705,2.358031988143921,4.630608082,4.711894512,712.3329862766823,1.477286764587884,615.181616094993,4.374688148,754.0045762658555,115.79230712360685,94.4732974704811,78.38174002453017,63.95054754100917,ch16_chunk512_ll64_hp_eager_pb512_pw4,1,6.785712003707886,6.8482945442199705,486.10004101641755,,,4.526832104,4.626526356,728.662960663672,1.4989979411235272,605.4472985843778,4.35544014,757.3367506614384,120.35117876772925,96.21386523594381,80.2877545498987,64.18545522739657,ch16_chunk512_ll64_normal_graph_pb512_pw4,0,6.815984010696411,6.888764953613281,483.9411122666319,4.482992172241211,2.3398239612579346,4.554351807,4.638596535,724.2600095711052,1.4965870665108265,605.4472985843778,4.374688148,754.0045762658555,119.62395591895917,96.05512119806251,79.93117045829675,64.18278184242723,ch16_chunk512_ll64_normal_graph_pb512_pw4,1
qkv,artificial_medium,artificial,Mx5120x5120 QKV stress shape,1024,8,128,5120,5120,24,8,128,10,50,per-sample max-rank CUDA-event critical path,branch_masked_v1,v10_backward_te_nccl_v2,complete_route_then_single_full_gemm,repeat_route_dgrad_wgrad_exact_at_s1k,2.19.0.dev0+a7aec214,/tmp/TransformerEngine-v10-clean/transformer_engine/__init__.py,2.9.0+cu128,12.8,2.27.5,NVIDIA L20X|NVIDIA L20X|NVIDIA L20X|NVIDIA L20X|NVIDIA L20X|NVIDIA L20X|NVIDIA L20X|NVIDIA L20X,132|132|132|132|132|132|132|132,:4096:8,0.19465599954128265,0.2832896038889885,68.95124132638671,,,0.0934240073,0.09523040056,143.66513691604408,2.083575787069483,152.52014628647353,0.07169599831,187.2039321074348,94.19420346358875,76.74258510424653,45.20795646030779,36.83215440518426,ch16_chunk512_ll64_hp_eager_pb512_pw4,0,0.21908799558877945,0.23472159914672375,61.2620183225018,0.1525920033454895,0.06622399762272835,0.1064160019,0.1078975946,126.1255127082537,2.058788073946419,152.52014628647353,0.08064000309,166.44062854288762,82.69432975192427,75.77808003516057,40.166509024608054,36.80712988098101,ch16_chunk512_ll64_hp_eager_pb512_pw4,1,0.09720000252127647,0.14104320257902142,138.08407872275578,,,0.08694399893,0.08870080113,154.37261875665604,1.117961029139386,187.8326909207549,0.07169599831,187.2039321074348,82.18623605929417,82.46227363860223,73.51440159104803,73.76131322044584,ch16_chunk512_ll64_normal_graph_pb512_pw4,0,0.10715199820697308,0.11950079817324874,125.25919277841857,0.06539199873805046,0.04169600084424019,0.100255996,0.1010559946,133.87501332089903,1.068783937939962,187.8326909207549,0.08064000309,166.44062854288762,71.27354278142127,80.43409502410209,66.68657738139119,75.25758216308488,ch16_chunk512_ll64_normal_graph_pb256_pw4,1
qkv,artificial_medium,artificial,Mx5120x5120 QKV stress shape,16384,8,2048,5120,5120,24,8,128,10,50,per-sample max-rank CUDA-event critical path,branch_masked_v1,v10_backward_te_nccl_v2,complete_route_then_single_full_gemm,repeat_route_dgrad_wgrad_exact_at_s1k,2.19.0.dev0+a7aec214,/tmp/TransformerEngine-v10-clean/transformer_engine/__init__.py,2.9.0+cu128,12.8,2.27.5,NVIDIA L20X|NVIDIA L20X|NVIDIA L20X|NVIDIA L20X|NVIDIA L20X|NVIDIA L20X|NVIDIA L20X|NVIDIA L20X,132|132|132|132|132|132|132|132,:4096:8,0.5488000214099884,0.5567744225263596,391.30531418031666,,,0.4463199973,0.4480879903,481.15335655833053,1.229611096813807,458.17482159526554,0.357919991,599.9898586273713,105.01523302460375,80.19358154804327,85.40524178475724,65.21865470785232,ch16_chunk512_ll64_hp_eager_pb512_pw4,0,0.5842719972133636,0.5939647980034352,367.5486174662218,0.36692799627780914,0.21665599942207336,0.4633280039,0.4666448236,463.49101067145745,1.2610332038973129,458.17482159526554,0.3636960089,590.4611531193517,101.16029707998403,78.49644438467752,80.22016927654319,62.24772206003671,ch16_chunk512_ll64_hp_eager_pb512_pw4,1,0.5179999768733978,0.5264816105365753,414.5721513275004,,,0.4300799966,0.4327071905,499.3219087092971,1.204427039082147,481.274124855998,0.357919991,599.9898586273713,103.75000086669922,83.22172475575209,86.14054442497704,69.09652644395344,ch16_chunk512_ll64_normal_graph_pb512_pw4,0,0.5359519943594933,0.6079776152968406,400.6858208572243,0.3418880105018616,0.19352000206708908,0.4524639845,0.4552303851,474.6197977222649,1.18451857544364,481.274124855998,0.3636960089,590.4611531193517,98.61735198506169,80.38120631897499,83.25521779861185,67.85981071581732,ch16_chunk512_ll64_normal_graph_pb512_pw4,1
qkv,artificial_medium,artificial,Mx5120x5120 QKV stress shape,131072,8,16384,5120,5120,24,8,128,10,50,per-sample max-rank CUDA-event critical path,branch_masked_v1,v10_backward_te_nccl_v2,complete_route_then_single_full_gemm,repeat_route_dgrad_wgrad_exact_at_s1k,2.19.0.dev0+a7aec214,/tmp/TransformerEngine-v10-clean/transformer_engine/__init__.py,2.9.0+cu128,12.8,2.27.5,NVIDIA L20X|NVIDIA L20X|NVIDIA L20X|NVIDIA L20X|NVIDIA L20X|NVIDIA L20X|NVIDIA L20X|NVIDIA L20X,132|132|132|132|132|132|132|132,:4096:8,3.6749279499053955,3.707732832431793,467.48859891096004,,,2.863071918,2.89040637,600.0502144564012,1.2835611731585554,611.5469110403949,2.53256011,678.3597797408252,98.1200630112848,88.45604240948026,76.44362034559941,68.914551374135,ch16_chunk512_ll64_normal_eager_pb512_pw4,0,3.72953599691391,3.7732784032821653,460.64360816508747,2.4430720806121826,1.2867839932441711,2.875567913,2.904590368,597.4426514613847,1.296973714323787,611.5469110403949,2.531136036,678.7414401933789,97.6936749537308,88.02212684865218,75.32432914777004,67.867317491893,ch16_chunk512_ll64_normal_eager_pb512_pw4,1,3.6526559591293335,3.691710329055786,470.3391005402842,,,2.841088057,2.857915163,604.6933019788481,1.285653906477751,615.9531027605691,2.53256011,678.3597797408252,98.17197109142612,89.14050037133362,76.35956348500002,69.3347563618796,ch16_chunk512_ll64_hp_graph_pb512_pw4,0,3.6742560267448425,3.7036592245101927,467.57409007287583,2.4016480445861816,1.2740640044212341,2.86126399,2.881995201,600.4293642265425,1.284137374106764,615.9531027605691,2.531136036,678.7414401933789,97.47972070203842,88.46216374463232,75.91066397381708,68.888395843292,ch16_chunk512_ll64_hp_graph_pb512_pw4,1
qkv,nanbeige42_3b,model,Nanbeige4.2-3B,1024,8,128,3072,8192,48,8,128,10,50,per-sample max-rank CUDA-event critical path,branch_masked_v1,v10_backward_te_nccl_v2,complete_route_then_single_full_gemm,repeat_route_dgrad_wgrad_exact_at_s1k,2.19.0.dev0+a7aec214,/tmp/TransformerEngine-v10-clean/transformer_engine/__init__.py,2.9.0+cu128,12.8,2.27.5,NVIDIA L20X|NVIDIA L20X|NVIDIA L20X|NVIDIA L20X|NVIDIA L20X|NVIDIA L20X|NVIDIA L20X|NVIDIA L20X,132|132|132|132|132|132|132|132,:4096:8,0.18673600256443024,0.2569920010864734,69.00063036079115,,,0.1054880023,0.1078608036,122.14566213280162,1.7702108153813265,123.36188459700121,0.06678399444,192.9339806048295,99.0141019098624,63.309564105756124,55.93350862480945,35.76385566942682,ch16_chunk512_ll64_hp_eager_pb512_pw4,0,0.2208320014178753,0.2390175938606262,58.34707744018584,0.15409599989652634,0.06649599969387054,0.1160639971,0.1182640046,111.01549326186354,1.902674446302309,123.36188459700121,0.07009600103,183.8179311040221,89.99172931293091,60.39426762944044,47.297491952878445,31.74177681673905,ch16_chunk512_ll64_hp_eager_pb256_pw4,1,0.1093439981341362,0.11107519976794719,117.83821798973939,,,0.09683199972,0.09890080243,133.06450269805498,1.1292134671422254,143.24197307992958,0.06678399444,192.9339806048295,92.89491050490102,68.96893034648978,82.26514579213817,61.076964058030576,ch16_chunk512_ll64_normal_graph_pb512_pw4,0,0.12175999768078327,0.12569599729031325,105.82212658857134,0.07879999652504921,0.042767999693751335,0.1101600006,0.1111951992,116.96533966794478,1.1053013527378581,143.24197307992958,0.07009600103,183.8179311040221,81.65577250369041,63.63108265088371,73.87647929809106,57.56899011592448,ch16_chunk512_ll64_normal_graph_pb512_pw4,1
