id,model,global_seq,cp,m,n,k,source,operator,arm_order,eager_baseline_p50_geomean_ms,eager_model_p50_geomean_ms,eager_speedup,eager_baseline_config,eager_model_config,eager_paired_speedups,eager_changed,graph_baseline_p50_geomean_ms,graph_model_p50_geomean_ms,graph_speedup,graph_baseline_config,graph_model_config,graph_paired_speedups,graph_changed,by_order,eager_reference_comparison,graph_reference_comparison
gemm_a2a/artificial_small/s131072/cp4,artificial_small,131072,4,32768,4096,4096,"[""/home/chen/workspace/fuse-mxfp8-sm90/results/mxfp8_weight/policy_ab/qkv_forward_cp4_long_v1.json"", ""/home/chen/workspace/fuse-mxfp8-sm90/results/mxfp8_weight/policy_ab/qkv_forward_cp4_long_reverse_v1.json""]",qkv_forward,balanced_equal_orders,1.6609139019122914,1.6693093778668693,0.9949706890370998,"{""cluster_m"": 2, ""comm_ctas"": 6, ""policy_enum"": 0, ""raster"": ""n"", ""sm_count"": 132, ""swizzle"": 1, ""tile_k"": 64, ""tile_m"": 128, ""tile_n"": 256}","{""cluster_m"": 2, ""comm_ctas"": 6, ""policy_enum"": 0, ""raster"": ""n"", ""sm_count"": 132, ""swizzle"": 1, ""tile_k"": 64, ""tile_m"": 128, ""tile_n"": 256}","[0.9871135023703116, 1.0151151399104905, 1.0039784748313452, 0.9702560287837318, 0.9936474838133477, 1.0003137433283502]",False,1.7287548327180895,1.7626964938776344,0.980744466629715,"{""cluster_m"": 2, ""comm_ctas"": 6, ""policy_enum"": 0, ""raster"": ""n"", ""sm_count"": 132, ""swizzle"": 1, ""tile_k"": 64, ""tile_m"": 128, ""tile_n"": 256}","{""cluster_m"": 2, ""comm_ctas"": 6, ""policy_enum"": 0, ""raster"": ""n"", ""sm_count"": 132, ""swizzle"": 1, ""tile_k"": 64, ""tile_m"": 128, ""tile_n"": 256}","[0.8681006071860661, 1.05067252265187, 1.004246957821508, 1.0408961427633654, 0.935843341857638, 0.9973479184341644]",False,"{""baseline-model"": {""eager_baseline_p50_geomean_ms"": 1.6437449926629684, ""eager_model_p50_geomean_ms"": 1.6404594880766687, ""eager_paired_speedups"": [0.9871135023703116, 1.0151151399104905, 1.0039784748313452], ""eager_speedup"": 1.0020027953205672, ""graph_baseline_p50_geomean_ms"": 1.726825911879916, ""graph_model_p50_geomean_ms"": 1.7780988606984702, ""graph_paired_speedups"": [0.8681006071860661, 1.05067252265187, 1.004246957821508], ""graph_speedup"": 0.9711641743033265, ""source"": ""/home/chen/workspace/fuse-mxfp8-sm90/results/mxfp8_weight/policy_ab/qkv_forward_cp4_long_v1.json""}, ""model-baseline"": {""eager_baseline_p50_geomean_ms"": 1.6782621403435294, ""eager_model_p50_geomean_ms"": 1.6986666353470106, ""eager_paired_speedups"": [0.9702560287837318, 0.9936474838133477, 1.0003137433283502], ""eager_speedup"": 0.9879879344311058, ""graph_baseline_p50_geomean_ms"": 1.730685908223722, ""graph_model_p50_geomean_ms"": 1.747427546468355, ""graph_paired_speedups"": [1.0408961427633654, 0.935843341857638, 0.9973479184341644], ""graph_speedup"": 0.9904192661501369, ""source"": ""/home/chen/workspace/fuse-mxfp8-sm90/results/mxfp8_weight/policy_ab/qkv_forward_cp4_long_reverse_v1.json""}}","{""archived_external_backend"": ""teub"", ""archived_external_config"": {""gemm_plan"": {""algo_id"": 66, ""cluster_shape"": 7, ""cta_swizzle"": 0, ""custom"": 1, ""inner_shape"": 0, ""reduction"": 0, ""returned"": 8, ""split_k"": 1, ""stages_id"": 35, ""tile_id"": 29, ""tune_ms"": 0.34694933891296387, ""valid"": 8, ""waves"": 13.22580623626709, ""workspace_bytes"": 4}, ""nccl_environment"": {""NCCL_GRAPH_REGISTER"": ""1"", ""NCCL_IB_DISABLE"": ""1"", ""NCCL_LOCAL_REGISTER"": ""1""}, ""operator"": {""chunks"": 1, ""local_first"": false, ""math_sms"": 124, ""pack_block"": 1024, ""pack_warps"": 4, ""push"": true, ""reverse"": false, ""schedule"": ""peer_gemm"", ""sms"": 8, ""streams"": 1, ""use_ce"": false}}, ""archived_external_over_current_auto"": 1.2780529892180696, ""archived_external_over_current_model"": 1.271625263308228, ""archived_external_p50_ms"": 2.1227359771728516, ""auto_latency_drift"": {""auto_p50_geomean_ms_by_order"": {""baseline-model"": 1.6437449926629684, ""model-baseline"": 1.6782621403435294}, ""current_auto_over_original_fuse"": 1.0475621043602832, ""reverse_auto_over_forward_auto"": 1.0209990891741918}, ""current_auto_six_p50_geomean_ms"": 1.6609139019122914, ""current_model_reaches_original_scope_mean"": true, ""current_model_six_p50_geomean_ms"": 1.6693093778668693, ""kernel_configuration_changed"": false, ""original_below_scope_mean"": false, ""original_external_over_fuse"": 1.338839878869231, ""original_fuse_config"": {""alpha"": 1, ""beta"": 0, ""cluster_m"": 2, ""comm_ctas"": 6, ""dispatch"": ""existing_bf16_production_auto"", ""epoch"": 1, ""forward_or_data_mnk"": [32768, 4096, 4096], ""gemm_accumulator"": ""fp32"", ""gemm_input"": ""bf16"", ""gemm_policy_request"": ""auto"", ""payload"": ""e4m3"", ""peer_arena_bytes"": 276824576, ""policy_enum"": 0, ""raster"": ""n"", ""ready_elements"": 2097152, ""requested_comm_ctas"": 0, ""route_layout"": ""rank_major"", ""scale"": ""e8m0"", ""sm_count"": 132, ""swizzle"": 1, ""tile_k"": 64, ""tile_m"": 128, ""tile_n"": 256, ""weight_axis"": ""original_forward_K"", ""weight_block_size"": 32, ""weight_mnk"": null, ""weight_workspace_bytes"": 33554432}, ""original_fuse_p50_ms"": 1.5855039954185486, ""paired_speedup_over_current_auto"": 0.9949706890370998}","{""archived_external_backend"": ""teub"", ""archived_external_config"": {""gemm_plan"": {""algo_id"": 66, ""cluster_shape"": 7, ""cta_swizzle"": 0, ""custom"": 1, ""inner_shape"": 0, ""reduction"": 0, ""returned"": 8, ""split_k"": 1, ""stages_id"": 35, ""tile_id"": 29, ""tune_ms"": 0.34694933891296387, ""valid"": 8, ""waves"": 13.22580623626709, ""workspace_bytes"": 4}, ""nccl_environment"": {""NCCL_GRAPH_REGISTER"": ""1"", ""NCCL_IB_DISABLE"": ""1"", ""NCCL_LOCAL_REGISTER"": ""1""}, ""operator"": {""chunks"": 1, ""local_first"": false, ""math_sms"": 124, ""pack_block"": 512, ""pack_warps"": 4, ""push"": true, ""reverse"": false, ""schedule"": ""peer_gemm"", ""sms"": 8, ""streams"": 1, ""use_ce"": true}}, ""archived_external_over_current_auto"": 1.2310732879806003, ""archived_external_over_current_model"": 1.2073683152026238, ""archived_external_p50_ms"": 2.1282238960266113, ""auto_latency_drift"": {""auto_p50_geomean_ms_by_order"": {""baseline-model"": 1.726825911879916, ""model-baseline"": 1.730685908223722}, ""current_auto_over_original_fuse"": 1.091341527420011, ""reverse_auto_over_forward_auto"": 1.0022353129619208}, ""current_auto_six_p50_geomean_ms"": 1.7287548327180895, ""current_model_reaches_original_scope_mean"": true, ""current_model_six_p50_geomean_ms"": 1.7626964938776344, ""kernel_configuration_changed"": false, ""original_below_scope_mean"": false, ""original_external_over_fuse"": 1.3435214024707234, ""original_fuse_config"": {""alpha"": 1, ""beta"": 0, ""cluster_m"": 2, ""comm_ctas"": 6, ""dispatch"": ""existing_bf16_production_auto"", ""epoch"": 1, ""forward_or_data_mnk"": [32768, 4096, 4096], ""gemm_accumulator"": ""fp32"", ""gemm_input"": ""bf16"", ""gemm_policy_request"": ""auto"", ""payload"": ""e4m3"", ""peer_arena_bytes"": 276824576, ""policy_enum"": 0, ""raster"": ""n"", ""ready_elements"": 2097152, ""requested_comm_ctas"": 0, ""route_layout"": ""rank_major"", ""scale"": ""e8m0"", ""sm_count"": 132, ""swizzle"": 1, ""tile_k"": 64, ""tile_m"": 128, ""tile_n"": 256, ""weight_axis"": ""original_forward_K"", ""weight_block_size"": 32, ""weight_mnk"": null, ""weight_workspace_bytes"": 33554432}, ""original_fuse_p50_ms"": 1.58406400680542, ""paired_speedup_over_current_auto"": 0.980744466629715}"
gemm_a2a/artificial_small/s262144/cp4,artificial_small,262144,4,65536,4096,4096,"[""/home/chen/workspace/fuse-mxfp8-sm90/results/mxfp8_weight/policy_ab/qkv_forward_cp4_long_v1.json"", ""/home/chen/workspace/fuse-mxfp8-sm90/results/mxfp8_weight/policy_ab/qkv_forward_cp4_long_reverse_v1.json""]",qkv_forward,balanced_equal_orders,3.4589931916532644,3.465376233206807,0.9981580523660385,"{""cluster_m"": 2, ""comm_ctas"": 6, ""policy_enum"": 0, ""raster"": ""n"", ""sm_count"": 132, ""swizzle"": 1, ""tile_k"": 64, ""tile_m"": 128, ""tile_n"": 256}","{""cluster_m"": 2, ""comm_ctas"": 6, ""policy_enum"": 0, ""raster"": ""n"", ""sm_count"": 132, ""swizzle"": 1, ""tile_k"": 64, ""tile_m"": 128, ""tile_n"": 256}","[1.0056764921366133, 1.0038201176273354, 1.0581714569808345, 0.9800799346887153, 1.0022096251419212, 0.9425525751839865]",False,3.4898059333877014,3.4779604873136023,1.0034058598760136,"{""cluster_m"": 2, ""comm_ctas"": 6, ""policy_enum"": 0, ""raster"": ""n"", ""sm_count"": 132, ""swizzle"": 1, ""tile_k"": 64, ""tile_m"": 128, ""tile_n"": 256}","{""cluster_m"": 2, ""comm_ctas"": 6, ""policy_enum"": 0, ""raster"": ""n"", ""sm_count"": 132, ""swizzle"": 1, ""tile_k"": 64, ""tile_m"": 128, ""tile_n"": 256}","[0.9924357983842319, 1.0587561309108051, 1.0077175276779566, 1.0092102411673947, 0.958984387112841, 0.9959314343363753]",False,"{""baseline-model"": {""eager_baseline_p50_geomean_ms"": 3.46672959866997, ""eager_model_p50_geomean_ms"": 3.3912766760606887, ""eager_paired_speedups"": [1.0056764921366133, 1.0038201176273354, 1.0581714569808345], ""eager_speedup"": 1.0222491202625583, ""graph_baseline_p50_geomean_ms"": 3.488063442579614, ""graph_model_p50_geomean_ms"": 3.422199457515218, ""graph_paired_speedups"": [0.9924357983842319, 1.0587561309108051, 1.0077175276779566], ""graph_speedup"": 1.0192460976871942, ""source"": ""/home/chen/workspace/fuse-mxfp8-sm90/results/mxfp8_weight/policy_ab/qkv_forward_cp4_long_v1.json""}, ""model-baseline"": {""eager_baseline_p50_geomean_ms"": 3.4512740493212783, ""eager_model_p50_geomean_ms"": 3.541094869211342, ""eager_paired_speedups"": [0.9800799346887153, 1.0022096251419212, 0.9425525751839865], ""eager_speedup"": 0.9746347321358074, ""graph_baseline_p50_geomean_ms"": 3.491549294671417, ""graph_model_p50_geomean_ms"": 3.5346300826362285, ""graph_paired_speedups"": [1.0092102411673947, 0.958984387112841, 0.9959314343363753], ""graph_speedup"": 0.9878117972863854, ""source"": ""/home/chen/workspace/fuse-mxfp8-sm90/results/mxfp8_weight/policy_ab/qkv_forward_cp4_long_reverse_v1.json""}}","{""archived_external_backend"": ""teub"", ""archived_external_config"": {""gemm_plan"": {""algo_id"": 66, ""cluster_shape"": 7, ""cta_swizzle"": 0, ""custom"": 1, ""inner_shape"": 0, ""reduction"": 0, ""returned"": 8, ""split_k"": 1, ""stages_id"": 35, ""tile_id"": 20, ""tune_ms"": 0.6836960315704346, ""valid"": 8, ""waves"": 34.13333511352539, ""workspace_bytes"": 4}, ""nccl_environment"": {""NCCL_GRAPH_REGISTER"": ""1"", ""NCCL_IB_DISABLE"": ""1"", ""NCCL_LOCAL_REGISTER"": ""1""}, ""operator"": {""chunks"": 1, ""local_first"": false, ""math_sms"": 120, ""pack_block"": 512, ""pack_warps"": 4, ""push"": true, ""reverse"": false, ""schedule"": ""peer_gemm"", ""sms"": 12, ""streams"": 1, ""use_ce"": true}}, ""archived_external_over_current_auto"": 1.2468460155021996, ""archived_external_over_current_model"": 1.2445493904340308, ""archived_external_p50_ms"": 4.312831878662109, ""auto_latency_drift"": {""auto_p50_geomean_ms_by_order"": {""baseline-model"": 3.46672959866997, ""model-baseline"": 3.4512740493212783}, ""current_auto_over_original_fuse"": 1.0123392726964473, ""reverse_auto_over_forward_auto"": 0.9955417493897935}, ""current_auto_six_p50_geomean_ms"": 3.4589931916532644, ""current_model_reaches_original_scope_mean"": true, ""current_model_six_p50_geomean_ms"": 3.465376233206807, ""kernel_configuration_changed"": false, ""original_below_scope_mean"": false, ""original_external_over_fuse"": 1.2622311884979602, ""original_fuse_config"": {""alpha"": 1, ""beta"": 0, ""cluster_m"": 2, ""comm_ctas"": 6, ""dispatch"": ""existing_bf16_production_auto"", ""epoch"": 1, ""forward_or_data_mnk"": [65536, 4096, 4096], ""gemm_accumulator"": ""fp32"", ""gemm_input"": ""bf16"", ""gemm_policy_request"": ""auto"", ""payload"": ""e4m3"", ""peer_arena_bytes"": 553648640, ""policy_enum"": 0, ""raster"": ""n"", ""ready_elements"": 4194304, ""requested_comm_ctas"": 0, ""route_layout"": ""rank_major"", ""scale"": ""e8m0"", ""sm_count"": 132, ""swizzle"": 1, ""tile_k"": 64, ""tile_m"": 128, ""tile_n"": 256, ""weight_axis"": ""original_forward_K"", ""weight_block_size"": 32, ""weight_mnk"": null, ""weight_workspace_bytes"": 33554432}, ""original_fuse_p50_ms"": 3.4168319702148438, ""paired_speedup_over_current_auto"": 0.9981580523660385}","{""archived_external_backend"": ""teub"", ""archived_external_config"": {""gemm_plan"": {""algo_id"": 66, ""cluster_shape"": 7, ""cta_swizzle"": 0, ""custom"": 1, ""inner_shape"": 0, ""reduction"": 0, ""returned"": 8, ""split_k"": 1, ""stages_id"": 35, ""tile_id"": 20, ""tune_ms"": 0.6836960315704346, ""valid"": 8, ""waves"": 34.13333511352539, ""workspace_bytes"": 4}, ""nccl_environment"": {""NCCL_GRAPH_REGISTER"": ""1"", ""NCCL_IB_DISABLE"": ""1"", ""NCCL_LOCAL_REGISTER"": ""1""}, ""operator"": {""chunks"": 1, ""local_first"": false, ""math_sms"": 120, ""pack_block"": 512, ""pack_warps"": 4, ""push"": true, ""reverse"": false, ""schedule"": ""peer_gemm"", ""sms"": 12, ""streams"": 1, ""use_ce"": true}}, ""archived_external_over_current_auto"": 1.2431590741290044, ""archived_external_over_current_model"": 1.2473930997390816, ""archived_external_p50_ms"": 4.338383913040161, ""auto_latency_drift"": {""auto_p50_geomean_ms_by_order"": {""baseline-model"": 3.488063442579614, ""model-baseline"": 3.491549294671417}, ""current_auto_over_original_fuse"": 1.017668734091474, ""reverse_auto_over_forward_auto"": 1.0009993660233498}, ""current_auto_six_p50_geomean_ms"": 3.4898059333877014, ""current_model_reaches_original_scope_mean"": true, ""current_model_six_p50_geomean_ms"": 3.4779604873136023, ""kernel_configuration_changed"": false, ""original_below_scope_mean"": false, ""original_external_over_fuse"": 1.265124121243193, ""original_fuse_config"": {""alpha"": 1, ""beta"": 0, ""cluster_m"": 2, ""comm_ctas"": 6, ""dispatch"": ""existing_bf16_production_auto"", ""epoch"": 1, ""forward_or_data_mnk"": [65536, 4096, 4096], ""gemm_accumulator"": ""fp32"", ""gemm_input"": ""bf16"", ""gemm_policy_request"": ""auto"", ""payload"": ""e4m3"", ""peer_arena_bytes"": 553648640, ""policy_enum"": 0, ""raster"": ""n"", ""ready_elements"": 4194304, ""requested_comm_ctas"": 0, ""route_layout"": ""rank_major"", ""scale"": ""e8m0"", ""sm_count"": 132, ""swizzle"": 1, ""tile_k"": 64, ""tile_m"": 128, ""tile_n"": 256, ""weight_axis"": ""original_forward_K"", ""weight_block_size"": 32, ""weight_mnk"": null, ""weight_workspace_bytes"": 33554432}, ""original_fuse_p50_ms"": 3.4292160272598267, ""paired_speedup_over_current_auto"": 1.0034058598760136}"
gemm_a2a/artificial_small/s524288/cp4,artificial_small,524288,4,131072,4096,4096,"[""/home/chen/workspace/fuse-mxfp8-sm90/results/mxfp8_weight/policy_ab/qkv_forward_cp4_long_v1.json"", ""/home/chen/workspace/fuse-mxfp8-sm90/results/mxfp8_weight/policy_ab/qkv_forward_cp4_long_reverse_v1.json""]",qkv_forward,balanced_equal_orders,7.156572780582393,7.153117392030156,1.0004830605123423,"{""cluster_m"": 2, ""comm_ctas"": 6, ""policy_enum"": 0, ""raster"": ""n"", ""sm_count"": 132, ""swizzle"": 1, ""tile_k"": 64, ""tile_m"": 128, ""tile_n"": 256}","{""cluster_m"": 2, ""comm_ctas"": 6, ""policy_enum"": 0, ""raster"": ""n"", ""sm_count"": 132, ""swizzle"": 1, ""tile_k"": 64, ""tile_m"": 128, ""tile_n"": 256}","[0.9965536448616042, 1.0125852646089009, 1.0657250979793782, 0.9960058563009941, 0.98933918936466, 0.9463980918728884]",False,7.270196793796794,7.157922526574447,1.015685314671333,"{""cluster_m"": 2, ""comm_ctas"": 6, ""policy_enum"": 0, ""raster"": ""n"", ""sm_count"": 132, ""swizzle"": 1, ""tile_k"": 64, ""tile_m"": 128, ""tile_n"": 256}","{""cluster_m"": 2, ""comm_ctas"": 6, ""policy_enum"": 0, ""raster"": ""n"", ""sm_count"": 132, ""swizzle"": 1, ""tile_k"": 64, ""tile_m"": 128, ""tile_n"": 256}","[1.0511155655326692, 1.050297682828644, 1.0250260020241022, 1.006806957396663, 0.9945871118891068, 0.968876109036126]",False,"{""baseline-model"": {""eager_baseline_p50_geomean_ms"": 7.239117621113821, ""eager_model_p50_geomean_ms"": 7.06577505019591, ""eager_paired_speedups"": [0.9965536448616042, 1.0125852646089009, 1.0657250979793782], ""eager_speedup"": 1.024532704436027, ""graph_baseline_p50_geomean_ms"": 7.430327562600381, ""graph_model_p50_geomean_ms"": 7.130314854382485, ""graph_paired_speedups"": [1.0511155655326692, 1.050297682828644, 1.0250260020241022], ""graph_speedup"": 1.0420756606608326, ""source"": ""/home/chen/workspace/fuse-mxfp8-sm90/results/mxfp8_weight/policy_ab/qkv_forward_cp4_long_v1.json""}, ""model-baseline"": {""eager_baseline_p50_geomean_ms"": 7.074969166738384, ""eager_model_p50_geomean_ms"": 7.241539400938843, ""eager_paired_speedups"": [0.9960058563009941, 0.98933918936466, 0.9463980918728884], ""eager_speedup"": 0.976997952371997, ""graph_baseline_p50_geomean_ms"": 7.113516998439751, ""graph_model_p50_geomean_ms"": 7.185637092161644, ""graph_paired_speedups"": [1.006806957396663, 0.9945871118891068, 0.968876109036126], ""graph_speedup"": 0.9899632986196075, ""source"": ""/home/chen/workspace/fuse-mxfp8-sm90/results/mxfp8_weight/policy_ab/qkv_forward_cp4_long_reverse_v1.json""}}","{""archived_external_backend"": ""teub"", ""archived_external_config"": {""gemm_plan"": {""algo_id"": 66, ""cluster_shape"": 5, ""cta_swizzle"": 0, ""custom"": 7, ""inner_shape"": 0, ""reduction"": 0, ""returned"": 8, ""split_k"": 1, ""stages_id"": 35, ""tile_id"": 24, ""tune_ms"": 1.3684478998184204, ""valid"": 8, ""waves"": 33.032257080078125, ""workspace_bytes"": 4}, ""nccl_environment"": {""NCCL_GRAPH_REGISTER"": ""1"", ""NCCL_IB_DISABLE"": ""1"", ""NCCL_LOCAL_REGISTER"": ""1""}, ""operator"": {""chunks"": 1, ""local_first"": false, ""math_sms"": 124, ""pack_block"": 1024, ""pack_warps"": 4, ""push"": true, ""reverse"": false, ""schedule"": ""peer_gemm"", ""sms"": 8, ""streams"": 1, ""use_ce"": false}}, ""archived_external_over_current_auto"": 1.2186369303978937, ""archived_external_over_current_model"": 1.2192256057778508, ""archived_external_p50_ms"": 8.721263885498047, ""auto_latency_drift"": {""auto_p50_geomean_ms_by_order"": {""baseline-model"": 7.239117621113821, ""model-baseline"": 7.074969166738384}, ""current_auto_over_original_fuse"": 1.0224049050586899, ""reverse_auto_over_forward_auto"": 0.9773247979979388}, ""current_auto_six_p50_geomean_ms"": 7.156572780582393, ""current_model_reaches_original_scope_mean"": true, ""current_model_six_p50_geomean_ms"": 7.153117392030156, ""kernel_configuration_changed"": false, ""original_below_scope_mean"": false, ""original_external_over_fuse"": 1.2459403751244718, ""original_fuse_config"": {""alpha"": 1, ""beta"": 0, ""cluster_m"": 2, ""comm_ctas"": 6, ""dispatch"": ""existing_bf16_production_auto"", ""epoch"": 1, ""forward_or_data_mnk"": [131072, 4096, 4096], ""gemm_accumulator"": ""fp32"", ""gemm_input"": ""bf16"", ""gemm_policy_request"": ""auto"", ""payload"": ""e4m3"", ""peer_arena_bytes"": 1107296768, ""policy_enum"": 0, ""raster"": ""n"", ""ready_elements"": 8388608, ""requested_comm_ctas"": 0, ""route_layout"": ""rank_major"", ""scale"": ""e8m0"", ""sm_count"": 132, ""swizzle"": 1, ""tile_k"": 64, ""tile_m"": 128, ""tile_n"": 256, ""weight_axis"": ""original_forward_K"", ""weight_block_size"": 32, ""weight_mnk"": null, ""weight_workspace_bytes"": 33554432}, ""original_fuse_p50_ms"": 6.999744176864624, ""paired_speedup_over_current_auto"": 1.0004830605123423}","{""archived_external_backend"": ""teub"", ""archived_external_config"": {""gemm_plan"": {""algo_id"": 66, ""cluster_shape"": 5, ""cta_swizzle"": 0, ""custom"": 7, ""inner_shape"": 0, ""reduction"": 0, ""returned"": 8, ""split_k"": 1, ""stages_id"": 35, ""tile_id"": 24, ""tune_ms"": 1.3684478998184204, ""valid"": 8, ""waves"": 33.032257080078125, ""workspace_bytes"": 4}, ""nccl_environment"": {""NCCL_GRAPH_REGISTER"": ""1"", ""NCCL_IB_DISABLE"": ""1"", ""NCCL_LOCAL_REGISTER"": ""1""}, ""operator"": {""chunks"": 1, ""local_first"": false, ""math_sms"": 124, ""pack_block"": 1024, ""pack_warps"": 4, ""push"": true, ""reverse"": false, ""schedule"": ""peer_gemm"", ""sms"": 8, ""streams"": 1, ""use_ce"": false}}, ""archived_external_over_current_auto"": 1.2882402107106041, ""archived_external_over_current_model"": 1.308446663787865, ""archived_external_p50_ms"": 9.36575984954834, ""auto_latency_drift"": {""auto_p50_geomean_ms_by_order"": {""baseline-model"": 7.430327562600381, ""model-baseline"": 7.113516998439751}, ""current_auto_over_original_fuse"": 1.0379731901032587, ""reverse_auto_over_forward_auto"": 0.9573625036727511}, ""current_auto_six_p50_geomean_ms"": 7.270196793796794, ""current_model_reaches_original_scope_mean"": true, ""current_model_six_p50_geomean_ms"": 7.157922526574447, ""kernel_configuration_changed"": false, ""original_below_scope_mean"": false, ""original_external_over_fuse"": 1.33715880113058, ""original_fuse_config"": {""alpha"": 1, ""beta"": 0, ""cluster_m"": 2, ""comm_ctas"": 6, ""dispatch"": ""existing_bf16_production_auto"", ""epoch"": 1, ""forward_or_data_mnk"": [131072, 4096, 4096], ""gemm_accumulator"": ""fp32"", ""gemm_input"": ""bf16"", ""gemm_policy_request"": ""auto"", ""payload"": ""e4m3"", ""peer_arena_bytes"": 1107296768, ""policy_enum"": 0, ""raster"": ""n"", ""ready_elements"": 8388608, ""requested_comm_ctas"": 0, ""route_layout"": ""rank_major"", ""scale"": ""e8m0"", ""sm_count"": 132, ""swizzle"": 1, ""tile_k"": 64, ""tile_m"": 128, ""tile_n"": 256, ""weight_axis"": ""original_forward_K"", ""weight_block_size"": 32, ""weight_mnk"": null, ""weight_workspace_bytes"": 33554432}, ""original_fuse_p50_ms"": 7.004224061965942, ""paired_speedup_over_current_auto"": 1.015685314671333}"
