model,seq,cp,node,tile,comm_ctas,old_ms,new_ms,old_p,new_p,ratio,gain,before_run,after_run
llama3_8b,16384,8,0a,m128n256k64e32,16,0.10331199690699577,0.10073599964380264,0.9977468076315925,1.0232609540629254,1.025571764536032,2.557176453603205,20260907-215322-404d82,20260907-215259-9694f3
llama3_8b,131072,4,0a,m128n256k64e32,24,1.3604640364646912,1.3654080033302307,1.212283013338445,1.2078934923784217,0.9963791285436432,-0.3620871456356811,20260907-214408-c028f8,20260907-214422-9c2f70
llama3_8b,131072,8,0a,m128n256k64e32,24,0.6974399983882904,0.693664014339447,1.1823722796765899,1.1888085640672466,1.0054435345798343,0.5443534579834264,20260907-214459-d0f9fa,20260907-214436-ea5860
llama3_8b,262144,4,0a,m128n256k64e32,16,2.6567999124526978,2.6407359838485718,1.2415443360515874,1.2490968061565781,1.0060831255764973,0.6083125576497261,20260907-213837-14aea8,20260907-213821-b01f71
llama3_8b,262144,8,0a,m128n256k64e32,24,1.3717920184135437,1.3793439865112305,1.2022722245981226,1.1956897320700153,0.994524956666692,-0.547504333330795,20260907-213853-37338e,20260907-213916-d9cfe0
llama3_8b,524288,4,09,m128n256k64e32,16,5.557584047317505,5.521167993545532,1.1870391361584944,1.1948685086866113,1.0065957155831058,0.6595715583105788,20260907-220742-65cb53,20260907-220724-87c288
llama3_8b,524288,8,0a,m128n256k64e32,24,2.740048050880432,2.746559977531433,1.2038237366925428,1.2009695438337646,0.997629060823622,-0.2370939176377984,20260907-220736-21262f,20260907-220713-908eef
qwen25_14b_32b,1024,4,0a,m128n256k64e32,32,0.050064001232385635,0.05230399966239929,0.37532920776305684,0.35925516291841536,0.9571734772776094,-4.282652272239062,20260907-221245-096abe,20260907-221229-433e57
qwen25_14b_32b,1024,8,0a,m128n256k64e32,16,0.04686399921774864,0.047200001776218414,0.20047885619718456,0.19905170776357398,0.9928813019952244,-0.7118698004775603,20260907-221259-962d1a,20260907-221322-5f3271
qwen25_14b_32b,4096,4,09,m128n256k64e32,24,0.09249599650502205,0.09095999971032143,0.8125965503373879,0.8263184687705228,1.0168865083508387,1.6886508350838714,20260907-214859-80240c,20260907-214927-c06109
