model,suite,aliases,global_seq,cp,m,n,k,q_heads,kv_heads,head_dim,precision,accumulator,output,quantization_in_timing,requested_comm_ctas,comm_ctas,tile_m,tile_n,tile_k,cluster_m,qkv_policy_model,launch,graph_epoch_mode,warmup,iterations,process_model,timing,correctness,fp8_graph_p50_ms,fp8_graph_p95_ms,fp8_graph_tflops_per_gpu,bf16_graph_p50_ms,fp8_speedup_over_bf16_graph,reaches_1_5x
nanbeige42_3b,model,Nanbeige/Nanbeige4.2-3B,4096,8,512,8192,3072,48,8,128,fp8_e4m3,fp32,fp8_e4m3,False,0,16,128,64,128,1,fp8_joint_tile_comm_signaling_wave_v4,graph,single_replay_monotonic_epoch_nodes,10,50,one_mpi_process_per_gpu,per_sample_max_rank_cuda_event,not_run,0.04620800167,0.04706399888,557.6913704262338,0.08848000318,1.9148199442142204,True
nanbeige42_3b,model,Nanbeige/Nanbeige4.2-3B,16384,4,4096,8192,3072,48,8,128,fp8_e4m3,fp32,fp8_e4m3,False,0,16,128,256,128,2,fp8_joint_tile_comm_signaling_wave_v4,graph,single_replay_monotonic_epoch_nodes,10,50,one_mpi_process_per_gpu,per_sample_max_rank_cuda_event,not_run,0.1771840006,0.1788000017,1163.527347333188,0.3294880092,1.8595810461681155,True
nanbeige42_3b,model,Nanbeige/Nanbeige4.2-3B,16384,8,2048,8192,3072,48,8,128,fp8_e4m3,fp32,fp8_e4m3,False,0,16,128,256,128,2,fp8_joint_tile_comm_signaling_wave_v4,graph,single_replay_monotonic_epoch_nodes,10,50,one_mpi_process_per_gpu,per_sample_max_rank_cuda_event,not_run,0.1276960075,0.1293071955,807.223476458338,0.2286240011,1.790377049180649,True
nanbeige42_3b,model,Nanbeige/Nanbeige4.2-3B,131072,4,32768,8192,3072,48,8,128,fp8_e4m3,fp32,fp8_e4m3,False,0,10,128,256,128,2,fp8_joint_tile_comm_signaling_wave_v4,graph,single_replay_monotonic_epoch_nodes,10,50,one_mpi_process_per_gpu,per_sample_max_rank_cuda_event,not_run,1.37460804,1.426662445,1199.809250107398,2.724047899,1.9816906490667694,True
nanbeige42_3b,model,Nanbeige/Nanbeige4.2-3B,131072,8,16384,8192,3072,48,8,128,fp8_e4m3,fp32,fp8_e4m3,False,0,10,128,256,128,2,fp8_joint_tile_comm_signaling_wave_v4,graph,single_replay_monotonic_epoch_nodes,10,50,one_mpi_process_per_gpu,per_sample_max_rank_cuda_event,not_run,0.7560800314,0.7633935809,1090.6698849129266,1.38803196,1.8358267674783613,True
nanbeige42_3b,model,Nanbeige/Nanbeige4.2-3B,262144,4,65536,8192,3072,48,8,128,fp8_e4m3,fp32,fp8_e4m3,False,0,10,128,256,128,2,fp8_joint_tile_comm_signaling_wave_v4,graph,single_replay_monotonic_epoch_nodes,10,50,one_mpi_process_per_gpu,per_sample_max_rank_cuda_event,not_run,2.809648037,2.840918541,1174.0028786132261,5.400544167,1.922142594332359,True
nanbeige42_3b,model,Nanbeige/Nanbeige4.2-3B,262144,8,32768,8192,3072,48,8,128,fp8_e4m3,fp32,fp8_e4m3,False,0,10,128,256,128,2,fp8_joint_tile_comm_signaling_wave_v4,graph,single_replay_monotonic_epoch_nodes,10,50,one_mpi_process_per_gpu,per_sample_max_rank_cuda_event,not_run,1.469327927,1.480113626,1122.4638226480808,2.699295998,1.8370956873536648,True
nanbeige42_3b,model,Nanbeige/Nanbeige4.2-3B,524288,4,131072,8192,3072,48,8,128,fp8_e4m3,fp32,fp8_e4m3,False,0,10,128,256,128,2,fp8_joint_tile_comm_signaling_wave_v4,graph,single_replay_monotonic_epoch_nodes,10,50,one_mpi_process_per_gpu,per_sample_max_rank_cuda_event,not_run,5.636879921,5.657739162,1170.3406599240914,10.92171192,1.9375456055594766,True
nanbeige42_3b,model,Nanbeige/Nanbeige4.2-3B,524288,8,65536,8192,3072,48,8,128,fp8_e4m3,fp32,fp8_e4m3,False,0,10,128,256,128,2,fp8_joint_tile_comm_signaling_wave_v4,graph,single_replay_monotonic_epoch_nodes,10,50,one_mpi_process_per_gpu,per_sample_max_rank_cuda_event,not_run,2.866767883,2.88225913,1150.6110776838223,5.298943996,1.8484035723376353,True
production_qwen_dense,model,current production Qwen dense,1024,4,256,4096,2048,16,8,128,fp8_e4m3,fp32,fp8_e4m3,False,0,16,128,128,128,1,fp8_joint_tile_comm_signaling_wave_v4,graph,single_replay_monotonic_epoch_nodes,10,50,one_mpi_process_per_gpu,per_sample_max_rank_cuda_event,fused_vs_separated_reference,0.02012800053,0.02069599926,213.38270980262143,0.0314560011,1.5627981057093105,True
production_qwen_dense,model,current production Qwen dense,1024,8,128,4096,2048,16,8,128,fp8_e4m3,fp32,fp8_e4m3,False,0,16,128,64,128,1,fp8_joint_tile_comm_signaling_wave_v4,graph,single_replay_monotonic_epoch_nodes,10,50,one_mpi_process_per_gpu,per_sample_max_rank_cuda_event,fused_vs_separated_reference,0.0195039995,0.02000319958,110.10478379062714,0.02462399937,1.262510254371161,False
production_qwen_dense,model,current production Qwen dense,4096,4,1024,4096,2048,16,8,128,fp8_e4m3,fp32,fp8_e4m3,False,0,16,128,128,128,1,fp8_joint_tile_comm_signaling_wave_v4,graph,single_replay_monotonic_epoch_nodes,10,50,one_mpi_process_per_gpu,per_sample_max_rank_cuda_event,not_run,0.03179199994,0.0322239995,540.3834051466722,0.05763199925,1.8127830699159218,True
production_qwen_dense,model,current production Qwen dense,4096,8,512,4096,2048,16,8,128,fp8_e4m3,fp32,fp8_e4m3,False,0,16,128,64,128,1,fp8_joint_tile_comm_signaling_wave_v4,graph,single_replay_monotonic_epoch_nodes,10,50,one_mpi_process_per_gpu,per_sample_max_rank_cuda_event,not_run,0.02992000058,0.03042079881,287.09673881964875,0.04268800095,1.4267379720084215,False
production_qwen_dense,model,current production Qwen dense,16384,4,4096,4096,2048,16,8,128,fp8_e4m3,fp32,fp8_e4m3,False,0,16,128,128,128,1,fp8_joint_tile_comm_signaling_wave_v4,graph,single_replay_monotonic_epoch_nodes,10,50,one_mpi_process_per_gpu,per_sample_max_rank_cuda_event,not_run,0.06873600185,0.06970240176,999.7595857548412,0.1341120005,1.9511172731964768,True
production_qwen_dense,model,current production Qwen dense,16384,8,2048,4096,2048,16,8,128,fp8_e4m3,fp32,fp8_e4m3,False,0,16,128,128,128,1,fp8_joint_tile_comm_signaling_wave_v4,graph,single_replay_monotonic_epoch_nodes,10,50,one_mpi_process_per_gpu,per_sample_max_rank_cuda_event,not_run,0.05236800015,0.05336160213,656.1208804915572,0.1047199965,1.9996943973427632,True
production_qwen_dense,model,current production Qwen dense,131072,4,32768,4096,2048,16,8,128,fp8_e4m3,fp32,fp8_e4m3,False,0,16,128,128,128,1,fp8_joint_tile_comm_signaling_wave_v4,graph,single_replay_monotonic_epoch_nodes,10,50,one_mpi_process_per_gpu,per_sample_max_rank_cuda_event,not_run,0.4502719939,0.4647519886,1220.9416115942004,0.778159976,1.7281998137615016,True
production_qwen_dense,model,current production Qwen dense,131072,8,16384,4096,2048,16,8,128,fp8_e4m3,fp32,fp8_e4m3,False,0,14,128,128,128,1,fp8_joint_tile_comm_signaling_wave_v4,graph,single_replay_monotonic_epoch_nodes,10,50,one_mpi_process_per_gpu,per_sample_max_rank_cuda_event,not_run,0.25177598,0.2531695962,1091.7558813354633,0.5214400291,2.07104756021603,True
production_qwen_dense,model,current production Qwen dense,262144,4,65536,4096,2048,16,8,128,fp8_e4m3,fp32,fp8_e4m3,False,0,16,128,128,128,1,fp8_joint_tile_comm_signaling_wave_v4,graph,single_replay_monotonic_epoch_nodes,10,50,one_mpi_process_per_gpu,per_sample_max_rank_cuda_event,not_run,0.930415988,0.9547696114,1181.741975586086,1.859663963,1.9987446335670662,True
production_qwen_dense,model,current production Qwen dense,262144,8,32768,4096,2048,16,8,128,fp8_e4m3,fp32,fp8_e4m3,False,0,16,128,128,128,1,fp8_joint_tile_comm_signaling_wave_v4,graph,single_replay_monotonic_epoch_nodes,10,50,one_mpi_process_per_gpu,per_sample_max_rank_cuda_event,not_run,0.4882079959,0.4916864038,1126.0688446417967,0.9974719882,2.0431291510520713,True
production_qwen_dense,model,current production Qwen dense,524288,4,131072,4096,2048,16,8,128,fp8_e4m3,fp32,fp8_e4m3,False,0,16,128,128,128,1,fp8_joint_tile_comm_signaling_wave_v4,graph,single_replay_monotonic_epoch_nodes,10,50,one_mpi_process_per_gpu,per_sample_max_rank_cuda_event,not_run,1.95281601,1.99396801,1126.0780556341301,3.816048145,1.9541257985692158,True
production_qwen_dense,model,current production Qwen dense,524288,8,65536,4096,2048,16,8,128,fp8_e4m3,fp32,fp8_e4m3,False,0,16,128,128,128,1,fp8_joint_tile_comm_signaling_wave_v4,graph,single_replay_monotonic_epoch_nodes,10,50,one_mpi_process_per_gpu,per_sample_max_rank_cuda_event,not_run,0.9518079758,0.9728783965,1155.1821961271696,2.334064007,2.4522425387728086,True
qwen25_14b_32b,model,Qwen2.5 14B/32B; Llama 4 uses the same QKV shape,1024,4,256,7168,5120,40,8,128,fp8_e4m3,fp32,fp8_e4m3,False,0,16,128,64,128,1,fp8_joint_tile_comm_signaling_wave_v4,graph,single_replay_monotonic_epoch_nodes,10,50,one_mpi_process_per_gpu,per_sample_max_rank_cuda_event,fused_vs_separated_reference,0.03060800023,0.03158719838,613.9075332854569,0.04956800118,1.6194459228805358,True
qwen25_14b_32b,model,Qwen2.5 14B/32B; Llama 4 uses the same QKV shape,1024,8,128,7168,5120,40,8,128,fp8_e4m3,fp32,fp8_e4m3,False,0,16,128,64,128,1,fp8_joint_tile_comm_signaling_wave_v4,graph,single_replay_monotonic_epoch_nodes,10,50,one_mpi_process_per_gpu,per_sample_max_rank_cuda_event,fused_vs_separated_reference,0.02612799965,0.02660959959,359.5851609711729,0.04009599984,1.534598912167392,True
qwen25_14b_32b,model,Qwen2.5 14B/32B; Llama 4 uses the same QKV shape,4096,4,1024,7168,5120,40,8,128,fp8_e4m3,fp32,fp8_e4m3,False,0,16,128,64,128,1,fp8_joint_tile_comm_signaling_wave_v4,graph,single_replay_monotonic_epoch_nodes,10,50,one_mpi_process_per_gpu,per_sample_max_rank_cuda_event,not_run,0.08315199614,0.08612160385,903.9100823683485,0.129519999,1.5576294618584003,True
qwen25_14b_32b,model,Qwen2.5 14B/32B; Llama 4 uses the same QKV shape,4096,8,512,7168,5120,40,8,128,fp8_e4m3,fp32,fp8_e4m3,False,0,16,128,64,128,1,fp8_joint_tile_comm_signaling_wave_v4,graph,single_replay_monotonic_epoch_nodes,10,50,one_mpi_process_per_gpu,per_sample_max_rank_cuda_event,not_run,0.05366399884,0.05458400026,700.3012196696001,0.09884800017,1.841979768684715,True
qwen25_14b_32b,model,Qwen2.5 14B/32B; Llama 4 uses the same QKV shape,16384,4,4096,7168,5120,40,8,128,fp8_e4m3,fp32,fp8_e4m3,False,0,16,128,256,128,2,fp8_joint_tile_comm_signaling_wave_v4,graph,single_replay_monotonic_epoch_nodes,10,50,one_mpi_process_per_gpu,per_sample_max_rank_cuda_event,not_run,0.2410880029,0.2425280064,1247.045506634789,0.4523199797,1.8761612948762787,True
qwen25_14b_32b,model,Qwen2.5 14B/32B; Llama 4 uses the same QKV shape,16384,8,2048,7168,5120,40,8,128,fp8_e4m3,fp32,fp8_e4m3,False,0,16,128,256,128,2,fp8_joint_tile_comm_signaling_wave_v4,graph,single_replay_monotonic_epoch_nodes,10,50,one_mpi_process_per_gpu,per_sample_max_rank_cuda_event,not_run,0.1617920101,0.1632768065,929.1179166825865,0.3010399938,1.860660446791742,True
qwen25_14b_32b,model,Qwen2.5 14B/32B; Llama 4 uses the same QKV shape,131072,4,32768,7168,5120,40,8,128,fp8_e4m3,fp32,fp8_e4m3,False,0,6,128,256,128,2,fp8_joint_tile_comm_signaling_wave_v4,graph,single_replay_monotonic_epoch_nodes,10,50,one_mpi_process_per_gpu,per_sample_max_rank_cuda_event,not_run,1.916383982,1.92563355,1255.062507488648,3.519135952,1.8363417692143913,True
qwen25_14b_32b,model,Qwen2.5 14B/32B; Llama 4 uses the same QKV shape,131072,8,16384,7168,5120,40,8,128,fp8_e4m3,fp32,fp8_e4m3,False,0,8,128,256,128,2,fp8_joint_tile_comm_signaling_wave_v4,graph,single_replay_monotonic_epoch_nodes,10,50,one_mpi_process_per_gpu,per_sample_max_rank_cuda_event,not_run,1.013328075,1.018180847,1186.7734374970316,1.89831996,1.873351786883039,True
qwen25_14b_32b,model,Qwen2.5 14B/32B; Llama 4 uses the same QKV shape,262144,4,65536,7168,5120,40,8,128,fp8_e4m3,fp32,fp8_e4m3,False,0,6,128,256,128,2,fp8_joint_tile_comm_signaling_wave_v4,graph,single_replay_monotonic_epoch_nodes,10,50,one_mpi_process_per_gpu,per_sample_max_rank_cuda_event,not_run,3.84849596,3.858750343,1249.9333301937518,7.099295616,1.8446935347698792,True
qwen25_14b_32b,model,Qwen2.5 14B/32B; Llama 4 uses the same QKV shape,262144,8,32768,7168,5120,40,8,128,fp8_e4m3,fp32,fp8_e4m3,False,0,6,128,256,128,2,fp8_joint_tile_comm_signaling_wave_v4,graph,single_replay_monotonic_epoch_nodes,10,50,one_mpi_process_per_gpu,per_sample_max_rank_cuda_event,not_run,1.949231982,1.971134424,1233.9124885957262,3.685311794,1.8906481260474208,True
qwen25_14b_32b,model,Qwen2.5 14B/32B; Llama 4 uses the same QKV shape,524288,4,131072,7168,5120,40,8,128,fp8_e4m3,fp32,fp8_e4m3,False,0,6,128,256,128,2,fp8_joint_tile_comm_signaling_wave_v4,graph,single_replay_monotonic_epoch_nodes,10,50,one_mpi_process_per_gpu,per_sample_max_rank_cuda_event,not_run,7.671808243,7.746267319,1254.0363938082335,14.1270237,1.8414203343637978,True
qwen25_14b_32b,model,Qwen2.5 14B/32B; Llama 4 uses the same QKV shape,524288,8,65536,7168,5120,40,8,128,fp8_e4m3,fp32,fp8_e4m3,False,0,6,128,256,128,2,fp8_joint_tile_comm_signaling_wave_v4,graph,single_replay_monotonic_epoch_nodes,10,50,one_mpi_process_per_gpu,per_sample_max_rank_cuda_event,not_run,3.858208179,3.873929739,1246.7868887175464,7.336336136,1.901487891693156,True
