models,ep,h,f,experts,topk,target_rows,copy_method,status,fused_pflops,fused_ms,reference_backend,reference_pflops,reference_ms,strong_retention_pct,matched_gemm_pflops,matched_gemm_ms,transport_ms,ideal_overlap_ms,overlap_attainment_pct,ideal_strong_retention_pct,v25_1_gain_pct,tile_n,tile_k,along_n,swizzle,comm,compute,run,case_index
mimo_v25_pro,8,6144,2048,384,8,96,cp.async,valid,0.46008744404871393,0.5040959865,deepgemm_m128,0.6053670862137916,0.38311999324999996,76.00139725571887,0.5470108818399313,0.423991993,0.1966320015,0.423991993,84.10937685575087,90.36019537519897,28.407293121743592,256,64,1,8,40,108,20260921-092807-f797f6,23
mimo_v25_pro,8,6144,2048,384,8,128,cp.async,valid,0.5908246683752775,0.5234000235,deepgemm_m128,0.8073246870761185,0.3830399965,73.18303005387618,0.7156290802455549,0.43212001,0.2478719945,0.43212001,82.56018161986192,88.64204101541144,34.576992811311904,256,64,1,8,40,108,20260921-092807-f797f6,24
mimo_v25_pro,8,6144,2048,384,8,192,tma,valid,0.5009638729851023,0.925927982,deepgemm_m256,1.065866246862385,0.435192004,47.000632064276466,0.7318287392506462,0.6338319925,0.1946720035,0.6338319925,68.45370318444486,68.66046667721652,0.001728374162057733,256,64,1,8,40,108,20260921-092807-f797f6,25
mimo_v25_pro,8,6144,2048,384,8,256,tma,valid,0.7904605134696036,0.7824240174999999,deepgemm_m256,1.4080064794653144,0.4392559975,56.14040311588467,0.9436607919968167,0.655400008,0.238640003,0.655400008,83.76532332099585,67.02105464423491,-0.25459360339739057,256,64,1,8,40,108,20260921-092807-f797f6,26
mimo_v25_pro,8,6144,2048,384,8,384,tma,valid,0.8898481230530856,1.0425519950000002,deepgemm_m128,1.397680083241393,0.6637519894999999,63.6660802226943,1.0213593552229252,0.9083119777499999,0.34564000375000004,0.9083119777499999,87.12390193546172,73.07533157761443,-0.09975329815565814,256,64,0,2,40,108,20260921-092807-f797f6,27
mimo_v25_pro,8,6144,2048,384,8,512,tma,valid,0.9593464212321602,1.289368005,deepgemm_m256,1.4773722524339616,0.83726398625,64.93599833431573,1.0708712870503938,1.1550880075,0.46491999900000003,1.1550880075,89.58559565777344,72.4848652928292,-1.3488765373854572,256,64,0,2,40,108,20260921-092807-f797f6,28
mimo_v25_pro,8,6144,2048,384,8,1024,tma,valid,1.029309956496821,2.4034559725,deepgemm_m256,1.3872508743746776,1.7833120225,74.19782358838279,1.1703705584731385,2.11377597,0.892944008,2.11377597,87.94735556571547,84.36617918880023,-2.5569832858671204,256,64,0,2,40,108,20260921-092807-f797f6,29
mimo_v25_pro,8,6144,2048,384,8,2048,tma,valid,1.1110168204802506,4.453400015,deepgemm_m256,1.3978706257308045,3.5395280749999998,79.47923076925754,1.1905867412100477,4.1557680375,1.767504005,4.1557680375,93.31674728303067,85.17145430304831,0.661066261751464,256,64,0,2,40,108,20260921-092807-f797f6,30
mimo_v25_pro,8,6144,2048,384,8,4096,tma,valid,1.047204467973079,9.449543955,deepgemm_m256,1.378489756773066,7.1785841,75.96751900605346,1.1542809591168472,8.5729601375,3.5907120125,8.5729601375,90.72353309668267,83.73518580355115,-0.43473000068181555,256,64,0,2,40,108,20260921-092807-f797f6,31
mimo_v25_pro,8,6144,2048,384,8,8192,tma,valid,1.002123490940848,19.749271900000004,,,,,1.08566765077841,18.229528425,7.988816025,18.229528425,92.3048126397004,,-0.5574300437881319,256,64,0,2,40,108,20260921-092807-f797f6,32
mixtral_8x7b,4,4096,14336,8,2,1,cp.async,valid,0.003077904187870033,0.15262399975000002,deepgemm_m128,0.005210315468715913,0.09016000102499999,59.073278889744195,0.0038825877714870677,0.120991997,0.015407999950000001,0.120991997,79.27455524569294,74.51732615422489,8.061642349927967,256,64,0,8,20,128,20260921-091730-70b6a7,33
mixtral_8x7b,4,4096,14336,8,2,8,cp.async,valid,0.024750371705007483,0.15183999775,deepgemm_m128,0.04163080803371948,0.09027200195,59.45205695974135,0.032182094672310375,0.11677600299999999,0.0184320007,0.11677600299999999,76.907273926774,77.30355520902698,5.289776981704408,256,64,0,8,20,128,20260921-091730-70b6a7,34
mixtral_8x7b,4,4096,14336,8,2,16,cp.async,valid,0.04767221889795883,0.157664001,deepgemm_m128,0.08329114169331847,0.0902400017,57.23564106431627,0.06320802796044228,0.118911996,0.020552000025,0.118911996,75.42114575666515,75.88805565083611,1.390297078659053,256,64,0,8,20,128,20260921-091730-70b6a7,35
mixtral_8x7b,4,4096,14336,8,2,32,cp.async,valid,0.10331252075157657,0.145504005,deepgemm_m128,0.1665675166708054,0.09024800175,62.02441077137362,0.13099889508246274,0.1147520025,0.0204799995,0.1147520025,78.86518484491201,78.64612362647004,1.5064815569853174,256,64,0,8,20,128,20260921-091730-70b6a7,36
mixtral_8x7b,4,4096,14336,8,2,64,cp.async,valid,0.2126341735883218,0.14139200000000002,deepgemm_m128,0.3333418777569581,0.09019200129999999,63.788616965599175,0.31192700267814066,0.0963839963,0.025768000625000002,0.0963839963,68.16792767624759,93.57570215212169,-2.9252006832069744,256,64,0,8,20,128,20260921-091730-70b6a7,37
mixtral_8x7b,4,4096,14336,8,2,96,cp.async,valid,0.33332218573551337,0.13529599450000002,deepgemm_m128,0.500456723385124,0.0901120007,66.60359830534375,0.4786570813756398,0.09421600215,0.0308320001,0.09421600215,69.63694860160845,95.64405052608146,0.06504460854530603,256,64,0,8,20,128,20260921-091730-70b6a7,38
mixtral_8x7b,4,4096,14336,8,2,128,cp.async,valid,0.4222580199328335,0.14240000025,deepgemm_m128,0.6669203798107098,0.09016000105,63.31460736777632,0.6377220900024432,0.0942880027,0.036808000874999997,0.0942880027,66.21348492588925,95.62192269239785,-2.6179791035498723,256,64,0,8,20,128,20260921-091730-70b6a7,39
mixtral_8x7b,4,4096,14336,8,2,192,tma,valid,0.539956372162748,0.1670400015,deepgemm_m256,0.8303350384445426,0.108624,65.02873504823333,0.6983578513379585,0.129152,0.02871199975,0.129152,77.31800696852842,84.10555004955403,-2.9837177952851124,256,64,0,8,20,128,20260921-091730-70b6a7,40
mixtral_8x7b,4,4096,14336,8,2,256,tma,valid,0.7247317252631633,0.165936001,deepgemm_m256,1.1064614652470306,0.10868800049999999,65.49995169523218,0.9019792214761254,0.1333279985,0.0287999995,0.1333279985,80.34904884805557,81.5192620625742,-1.17635714265526,256,64,0,8,20,128,20260921-091730-70b6a7,41
mixtral_8x7b,4,4096,14336,8,2,384,tma,valid,0.8311614079572306,0.2170320045,deepgemm_m128,1.3339197016966355,0.135231998,62.30970326775008,1.000025675404295,0.180383995,0.0349440016,0.180383995,83.11400680999562,74.96895608726261,-0.9104659492743084,256,64,1,8,20,128,20260921-091730-70b6a7,42
